Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data Segnalazione;Ora Segnalazione
Convivenza Civile;Altro;6;PALERMO/(CORSO)                                                       ;;13/04/2012;
Convivenza Civile;Altro;7;EMILIA/(CORSO)                                                        ;;14/04/2012;
Convivenza Civile;Altro;5;CAMPIGLIA/(VIA)                                                       ;;17/04/2012;
Convivenza Civile;Altro;6;GHEDINI/GIORGIO (VIA)                                                 ;;18/04/2012;
Convivenza Civile;Altro;10;VIGLIANI/ONORATO (VIA)                                                ;;18/04/2012;08.00
Convivenza Civile;Altro;2;FRATTINI/PIETRO (VIA)                                                 ;;18/04/2012;10.08
Convivenza Civile;Altro;2;MONESIGLIO/(VIA)                                                      ;;20/04/2012;
Convivenza Civile;Altro;7;PINEROLO/(VIA)                                                        ;;20/04/2012;
Convivenza Civile;Altro;9;ERASMO DA ROTTERDAM/(VIA)                                             ;;23/04/2012;
Convivenza Civile;Altro;5;GUBBIO/(VIA)                                                          ;;26/04/2012;
Convivenza Civile;Altro;1;PASSALACQUA/GIUSEPPE LUIGI (VIA)                                      ;;27/04/2012;
Convivenza Civile;Altro;6;GIULIO CESARE/(CORSO)                                                 ;;27/04/2012;
Convivenza Civile;Altro;6;ULIVI/(VIA DEGLI)                                                     ;;27/04/2012;
Convivenza Civile;Altro;8;NIZZA/(VIA)                                                           ;;27/04/2012;
Convivenza Civile;Altro;6;MONTE ROSA/(VIA)                                                      ;;27/04/2012;11.44
Convivenza Civile;Altro;1;COLOMBO/CRISTOFORO (VIA)                                              ;;02/05/2012;
Convivenza Civile;Altro;5;ROCCAVIONE CONTE DI/(VIA)                                             ;;02/05/2012;
Convivenza Civile;Altro;7;SELLA/QUINTINO (CORSO)                                                ;;02/05/2012;09.45
Convivenza Civile;Altro;4;PILO/ROSOLINO (VIA)                                                   ;;03/05/2012;
Convivenza Civile;Altro;6;CIGNA/FRANCESCO (VIA)                                                 ;;03/05/2012;
Convivenza Civile;Altro;1;VINZAGLIO/(CORSO)                                                     ;;03/05/2012;08.00
Convivenza Civile;Altro;3;FREJUS/(VIA)                                                          ;;03/05/2012;09.32
Convivenza Civile;Altro;1;MILLE/(VIA DEI)                                                       ;;04/05/2012;
Convivenza Civile;Altro;4;COSTAGUTA/ANDREA (VIA)                                                ;;04/05/2012;
Convivenza Civile;Altro;1;GIOBERTI/VINCENZO (VIA)                                               ;;04/05/2012;08.00
Convivenza Civile;Altro;1;CORTE D'APPELLO/(VIA)                                                 ;;04/05/2012;08.36
Convivenza Civile;Altro;3;LIONE/(CORSO)                                                         ;;04/05/2012;11.01
Convivenza Civile;Altro;6;CHATILLON/(VIA)                                                       ;;04/05/2012;11.57
Convivenza Civile;Altro;7;S. GIULIA/(VIA)                                                       ;;04/05/2012;11.49
Convivenza Civile;Altro;3;VIPACCO/(VIA)                                                         ;;05/05/2012;09.37
Convivenza Civile;Altro;5;POTENZA/(CORSO)                                                       ;;07/05/2012;
Convivenza Civile;Altro;6;ULIVI/(VIA DEGLI)                                                     ;;07/05/2012;
Convivenza Civile;Altro;7;BOLOGNA/(VIA)                                                         ;;07/05/2012;
Convivenza Civile;Altro;5;VITERBO/(VIA)                                                         ;;07/05/2012;11.00
Convivenza Civile;Altro;6;GIULIO CESARE/(CORSO)                                                 ;;07/05/2012;11.00
Convivenza Civile;Altro;6;MARTORELLI/RENATO (VIA)                                               ;;08/05/2012;08.00
Convivenza Civile;Altro;9;NIZZA/(VIA)                                                           ;;09/05/2012;
Convivenza Civile;Altro;1;DE NICOLA/ENRICO (CORSO)                                              ;;14/05/2012;
Convivenza Civile;Altro;1;MILANO/(VIA)                                                          ;;14/05/2012;
Convivenza Civile;Altro;6;PAISIELLO/GIOVANNI (VIA)                                              ;;14/05/2012;08.00
Convivenza Civile;Altro;7;MONDOVI'/(VIA)                                                        ;;14/05/2012;08.00
Convivenza Civile;Altro;7;PALERMO/(CORSO)                                                       ;;15/05/2012;
Convivenza Civile;Altro;2;ROSSELLI/CARLO E NELLO (CORSO)                                        ;;16/05/2012;
Convivenza Civile;Altro;3;DI NANNI/DANTE (VIA)                                                  ;;16/05/2012;
Convivenza Civile;Altro;4;BURONZO/(VIA)                                                         ;;16/05/2012;
Convivenza Civile;Altro;1;LOVERA DI MARIA/ANNIBALE (VIA)                                        ;;17/05/2012;
Convivenza Civile;Altro;3;BEVILACQUA/QUINTO (VIA)                                               ;;17/05/2012;
Convivenza Civile;Altro;3;CENISCHIA/(VIA)                                                       ;;17/05/2012;
Convivenza Civile;Altro;3;CHIOMONTE/(VIA)                                                       ;;17/05/2012;
Convivenza Civile;Altro;3;GENOLA/(VIA)                                                          ;;17/05/2012;
Convivenza Civile;Altro;7;VERCELLI/(CORSO)                                                      ;;17/05/2012;
Convivenza Civile;Altro;8;MADAMA CRISTINA/(VIA)                                                 ;;17/05/2012;08.00
Convivenza Civile;Altro;7;S. GIULIA/(PIAZZA)                                                    ;;18/05/2012;
Convivenza Civile;Altro;1;EMANUELE FILIBERTO/(PIAZZA)                                           ;;21/05/2012;08.00
Convivenza Civile;Altro;2;CASTELNUOVO DELLE LANZE/CARLO (VIA)                                   ;;21/05/2012;08.00
Convivenza Civile;Altro;4;MEDICI/GIACOMO (VIA)                                                  ;;21/05/2012;13.16
Convivenza Civile;Altro;1;FABRO/ANTONIO (VIA)                                                   ;;23/05/2012;
Convivenza Civile;Altro;9;TAGGIA/(VIA)                                                          ;;23/05/2012;
Convivenza Civile;Altro;1;REGINA MARGHERITA/(CORSO)                                             ;;23/05/2012;10.25
Convivenza Civile;Altro;7;GIULIO CESARE/(CORSO)                                                 ;;24/05/2012;11.01
Convivenza Civile;Altro;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;25/05/2012;
Convivenza Civile;Altro;1;MILANO/(VIA)                                                          ;;25/05/2012;
Convivenza Civile;Altro;2;AGRICOLA/ATTILIO (VIA)                                                ;;25/05/2012;
Convivenza Civile;Altro;6;MADDALENE/(VIA)                                                       ;;25/05/2012;
Convivenza Civile;Altro;8;S. ANSELMO/(VIA)                                                      ;;25/05/2012;08.00
Convivenza Civile;Altro;7;ROVIGO/(VIA)                                                          ;;25/05/2012;14.49
Convivenza Civile;Altro;3;DI NANNI/DANTE (VIA)                                                  ;;28/05/2012;
Convivenza Civile;Altro;4;LECCE/(CORSO)                                                         ;;28/05/2012;
Convivenza Civile;Altro;1;QUARTIERI/(VIA DEI)                                                   ;;28/05/2012;08.00
Convivenza Civile;Altro;7;ALESSANDRIA/(VIA)                                                     ;;28/05/2012;09.56
Convivenza Civile;Altro;7;CHIVASSO/(VIA)                                                        ;;29/05/2012;08.00
Convivenza Civile;Altro;7;NOVARA/(CORSO)                                                        ;;29/05/2012;08.00
Convivenza Civile;Altro;10;CHIALA/LUIGI (VIA)                                                    ;;31/05/2012;
Convivenza Civile;Altro;3;CHIRIBIRI/ANTONIO (PIAZZALE)/                                         ;;31/05/2012;10.04
Convivenza Civile;Altro;1;ROCCA/(VIA DELLA)                                                     ;;03/06/2012;
Convivenza Civile;Altro;1;ROCCA/(VIA DELLA)                                                     ;;04/06/2012;
Convivenza Civile;Altro;1;ROCCA/(VIA DELLA)                                                     ;;04/06/2012;
Convivenza Civile;Altro;2;GORIZIA/(VIA)                                                         ;;04/06/2012;
Convivenza Civile;Altro;6;GOTTARDO/(VIA)                                                        ;;04/06/2012;
Convivenza Civile;Altro;8;NIZZA/(VIA)                                                           ;;04/06/2012;
Convivenza Civile;Altro;1;CASTELLO/(PIAZZA)                                                     ;;04/06/2012;14.36
Convivenza Civile;Altro;1;MARIA TERESA/(PIAZZA)                                                 ;;04/06/2012;12.11
Convivenza Civile;Altro;4;ZUMAGLIA/(VIA)                                                        ;;05/06/2012;
Convivenza Civile;Altro;9;CARAMAGNA/(VIA)                                                       ;;05/06/2012;
Convivenza Civile;Altro;7;BALBO/CESARE (VIA)                                                    ;;06/06/2012;
Convivenza Civile;Altro;5;CASTELDELFINO/(VIA)                                                   ;;06/06/2012;08.00
Convivenza Civile;Altro;10;PAVESE/CESARE (VIA)                                                   ;;06/06/2012;08.51
Convivenza Civile;Altro;6;FRASSINI/(VIA DEI)                                                    ;Area Verde;07/06/2012;
Convivenza Civile;Altro;8;S. PIO V/(VIA)                                                        ;;07/06/2012;08.00
Convivenza Civile;Altro;9;TUNISI/(VIA)                                                          ;;07/06/2012;09.48
Convivenza Civile;Altro;1;ARQUATA/(VIA)                                                         ;;08/06/2012;08.00
Convivenza Civile;Altro;1;RE UMBERTO/(CORSO)                                                    ;;11/06/2012;
Convivenza Civile;Altro;4;CARISIO/(VIA)                                                         ;;11/06/2012;
Convivenza Civile;Altro;7;MONGRENO/(STRADA)                                                     ;;11/06/2012;
Convivenza Civile;Altro;;;Area Verde;12/06/2012;
Convivenza Civile;Altro;4;FRANCIA/(CORSO)                                                       ;;12/06/2012;
Convivenza Civile;Altro;8;GALLIARI/BERNARDINO (VIA)                                             ;;12/06/2012;
Convivenza Civile;Altro;6;RESPIGHI/OTTORINO (PIAZZA)                                            ;;13/06/2012;08.00
Convivenza Civile;Altro;2;BALTIMORA/(VIA)                                                       ;;13/06/2012;10.35
Convivenza Civile;Altro;1;VITTORIO VENETO/(PIAZZA)                                              ;;14/06/2012;
Convivenza Civile;Altro;4;FRANCIA/(CORSO)                                                       ;;14/06/2012;09.47
Convivenza Civile;Altro;2;ORBASSANO/(CORSO)                                                     ;;15/06/2012;08.00
Convivenza Civile;Altro;5;CHIESA DELLA SALUTE/(VIA)                                             ;;15/06/2012;08.30
Convivenza Civile;Altro;1;FILANGIERI/GAETANO (VIA)                                              ;;15/06/2012;09.24
Convivenza Civile;Altro;7;CADORE/(CORSO)                                                        ;;15/06/2012;10.21
Convivenza Civile;Altro;5;MAGNOLIE/(VIA DELLE)                                                  ;;18/06/2012;
