WKT_GEOM;ID_STALLO;ELEM_RIL;NUM_STALLI;ORDINANZA;NOTE;VIA;NUM_CIVICO;DATA_RIL;COORD_X;COORD_Y
POINT (1396014.26948664 4991411.15274191);1196;Stalli disabili;1;2003_03611;ND;VIA ALFIERI VITTORIO;20;20150326000000;;
POINT (1396018.18948684 4988938.24355331);1197;Stalli disabili;1;2003_01562;0_24;VIA MAROCHETTI CARLO;2;20160125000000;;
POINT (1396024.22413521 4989664.80503256);1199;Stalli disabili;1;2002_03293;ND;VIA MADAMA CRISTINA;62;20150527000000;;
POINT (1396021.05099536 4991233.82046283);1200;Stalli disabili;1;2008_04056;ND;VIA DELL_ ARCIVESCOVADO;ND;20150326000000;;
POINT (1396027.2375863 4989154.73752358);1201;Stalli disabili;1;2002_03694;ND;CORSO D_AZEGLIO MASSIMO;72;20160125000000;;
POINT (1396042.37649344 4989079.54981795);1206;Stalli disabili;1;2003_01327;ND;CORSO D_AZEGLIO MASSIMO;25;20160125000000;;
POINT (1396042.46875966 4988666.60349025);1207;Stalli disabili;1;2003_01565;0_24;CORSO GALILEO GALILEI;22;20160125000000;;
POINT (1396035.80265294 4991399.48254618);1209;Stalli disabili;1;2003_03136;ND;VIA ALFIERI VITTORIO;18;20150326000000;;
POINT (1396046.95565432 4989339.92397133);1212;Stalli disabili;1;2000_00667;ND;VIA GIURIA PIETRO;15;20160125000000;;
POINT (1396054.30969381 4989292.3537188);1214;Stalli disabili;1;2002_03687;ND;VIA DONIZETTI GAETANO;25;20160125000000;;
POINT (1396075.83471551 4988912.61407664);1215;Stalli disabili;1;2011_02020;8_20;VIA CHIABRERA GABRIELE;20;20160125000000;;
POINT (1396085.34288229 4989158.10009309);1216;Stalli disabili;1;2003_01327;ND;CORSO D_AZEGLIO MASSIMO;19;20160107000000;;
POINT (1396079.6436712 4992297.71499935);1217;Stalli disabili;1;2009_01447;ND;VIA MARIA ADELAIDE;2;20150310000000;;
POINT (1396091.39042559 4991357.47470404);1218;Stalli disabili;1;2008_00048;ND;VIA ALFIERI VITTORIO;11;20150326000000;;
POINT (1396118.09532308 4992128.2706906);1219;Stalli disabili;1;2009_05077;ND;VIA S_ DOMENICO;14;20150310000000;;
POINT (1396101.98751416 4988828.48741975);1220;Stalli disabili;1;2003_01326;0_24;VIA CORREGGIO;20;20160125000000;;
POINT (1396104.86680016 4990047.84732469);1221;Stalli disabili;1;2009;ND;CORSO MARCONI GUGLIELMO;20;20150421000000;;
POINT (1396116.10745245 4989371.98799716);1224;Stalli disabili;1;2000_00667;ND;Via Michelangelo;27;20160125000000;;
POINT (1396117.89358894 4988733.16426758);1225;Stalli disabili;1;2003_01251;0_24;VIA MARENCO CARLO;32;20160125000000;;
POINT (1396120.35679135 4991184.2039691);1226;Stalli disabili;1;2002_02734;ND;VIA DELL_ ARCIVESCOVADO;ND;20150326000000;;
POINT (1396128.10313261 4989314.19735746);1227;Stalli disabili;1;2002_03694;ND;CORSO D_AZEGLIO MASSIMO;52;20150826000000;;
POINT (1396133.09875347 4987880.72292245);1228;Stalli disabili;1;2006;ND;CORSO MONCALIERI;258;20160111000000;;
POINT (1396132.46468788 4989172.74649476);1229;Stalli disabili;1;2003_01327;ND;VIA PETRARCA FRANCESCO;37;20160107000000;;
POINT (1396134.46788164 4988771.11248122);1231;Stalli disabili;1;2003_01251;0_24;VIA MARENCO CARLO;30;20160125000000;;
POINT (1396156.2687671 4989793.34359122);1236;Stalli disabili;1;2003_01695;ND;VIA MORGARI ODDINO;28;20150421000000;;
POINT (1396165.47560714 4987939.16238197);1240;Stalli disabili;1;2003_04921;ND;CORSO MONCALIERI;257;20160111000000;;
POINT (1396184.47534694 4988735.86805164);1241;Stalli disabili;1;2003_01565;0_24;CORSO GALILEO GALILEI;12;20160125000000;;
POINT (1396263.22543989 4989814.15960441);1249;Stalli disabili;1;579__00006;ND;VIA CAMPANA FEDERICO;28;20150504000000;;
POINT (1396295.02060164 4988960.51189882);1253;Stalli disabili;1;2002_03698;0_24;VIA MONTI VINCENZO;48;20160125000000;;
POINT (1396294.66962396 4989971.71723232);1254;Stalli disabili;1;2009;ND;CORSO MARCONI GUGLIELMO;30;20150421000000;;
POINT (1396320.03054713 4989959.21505862);1256;Stalli disabili;1;2009;ND;CORSO MARCONI GUGLIELMO;34;20150421000000;;
POINT (1396359.77228422 4988456.69407322);1261;Stalli disabili;1;2009_05471;ND;CORSO MONCALIERI;204;20160111000000;;
POINT (1396432.54435223 4989999.96868445);1264;Stalli disabili;1;2005_02924;ND;VIA LOMBROSO CESARE;25;20150701000000;;
POINT (1396459.61128658 4989718.61327379);1266;Stalli disabili;1;2002_03188;ND;VIALE BALSAMO CRIVELLI DIEGO;0;20160125000000;;
POINT (1396512.60376574 4990211.64363041);1272;Stalli disabili;1;2005_02273;ND;VIA BERTHOLLET CLAUDIO LUIGI;42;20160125000000;;
POINT (1396617.19186045 4991233.55849572);1273;Stalli disabili;1;2009_01978;ND;VIA BOGINO CONTE GIAMBATTISTA;23;20150326000000;;
POINT (1396641.99478918 4987038.62520611);1274;Stalli disabili;1;2001_03634;ND;PIAZZA FREGUGLIA CARLO;6;20160125000000;;
POINT (1396657.19109383 4990888.98641922);1276;Stalli disabili;1;2006_02115;ND;VIA CAVOUR _BENSO DI_CAMILLO;30;20150318000000;;
POINT (1396690.08577564 4990875.2980479);1283;Stalli disabili;1;2002_02513;ND;VIA CAVOUR _BENSO DI_CAMILLO;31;20150323000000;;
POINT (1396747.48298149 4991013.18140876);1284;Stalli disabili;1;2009_01573;ND;VIA GIOLITTI GIOVANNI;23;20150324000000;;
POINT (1396742.64766828 4991546.13241061);1285;Stalli disabili;1;2002_01310;ND;VIA PO;11;20150311000000;;
POINT (1396874.62840484 4991518.9842892);1288;Stalli disabili;1;2009_03019;ND;VIA VASCO FRATELLI;4;20150311000000;;
POINT (1396911.22084985 4989638.8400132);1291;Stalli disabili;1;2000_02706;ND;CORSO LANZA GIOVANNI;110;20150401000000;;
POINT (1396914.32865322 4989771.17747228);1292;Stalli disabili;1;2005_04764;ND;CORSO MONCALIERI;78;20150401000000;;
POINT (1396945.00392823 4989766.0877828);1293;Stalli disabili;1;2000_02706;ND;CORSO MONCALIERI;61;20150401000000;;
POINT (1396991.58159908 4989830.03238482);1294;Stalli disabili;1;2000_02706;ND;VIA ARGONNE;2;20150331000000;;
POINT (1397033.51772756 4989931.60802059);1299;Stalli disabili;1;2000_02706;ND;VIA S_ FERMO;1;20150331000000;;
POINT (1397066.0889775 4989783.95342721);1300;Stalli disabili;1;2000_02706;ND;CORSO LANZA GIOVANNI;94;20150331000000;;
POINT (1397077.12816995 4991391.99338836);1301;Stalli disabili;1;2000_02658;ND;VIA MONTEBELLO;nd;20150313000000;;
POINT (1397097.06163861 4990100.85724442);1302;Stalli disabili;1;2000_02706;ND;VIA DELLA BROCCA;1;20150331000000;;
POINT (1397105.85580837 4989889.30884286);1303;Stalli disabili;1;2000_03376;ND;VIA MENTANA;18;20150331000000;;
POINT (1397154.7623183 4989859.00462334);1304;Stalli disabili;1;2000_02706;ND;CORSO LANZA GIOVANNI;84;20150331000000;;
POINT (1397159.8272863 4990207.8040846);1306;Stalli disabili;1;2000_02706;ND;CORSO FIUME;3;20150330000000;;
POINT (1397181.05100339 4990150.79068862);1308;Stalli disabili;1;2000_02706;ND;CORSO FIUME;4;20150330000000;;
POINT (1397204.75620312 4989888.96217587);1312;Stalli disabili;1;2000_02706;ND;VIA MANARA LUCIANO;19;20150331000000;;
POINT (1397218.94799166 4990177.76011656);1313;Stalli disabili;1;2000_02706;ND;CORSO FIUME;7;20160125000000;;
POINT (1397248.19423636 4989935.10485355);1315;Stalli disabili;1;2000_02706;ND;VIA BICOCCA;13;20150330000000;;
POINT (1397297.55769225 4990136.5030729);1320;Stalli disabili;1;2000_02706;ND;CORSO FIUME;13;20150330000000;;
POINT (1397294.3185818 4990237.858539);1321;Stalli disabili;1;2000_02706;ND;VIA CASTEGGIO;10;20150330000000;;
POINT (1397317.20330186 4990079.46626828);1322;Stalli disabili;1;2000_02706;ND;CORSO FIUME;16;20150330000000;;
POINT (1397347.1689404 4990121.87649297);1323;Stalli disabili;1;2000_02706;ND;VIA SFORZESCA;1;20150330000000;;
POINT (1397367.36243996 4990174.29080874);1324;Stalli disabili;1;2000_02706;ND;VIA CURTATONE;16;20150330000000;;
POINT (1397390.06743229 4990102.05983919);1325;Stalli disabili;1;2000_02706;ND;PIAZZA CRIMEA;1;20150330000000;;
POINT (1397388.07725293 4991229.20176279);1326;Stalli disabili;1;2008_05342;ND;VIA VERDI GIUSEPPE;51;20160125000000;;
POINT (1397408.86372466 4990220.59264858);1327;Stalli disabili;1;2000_02706;ND;VIA SFORZESCA;10;20150330000000;;
POINT (1397518.32062074 4990631.97896373);1328;Stalli disabili;1;2000_02340;ND;VIA BONSIGNORE FERDINANDO;5;20150330000000;;
POINT (1397564.4056123 4990569.19703468);1329;Stalli disabili;1;1999_02495;ND;VIA VITTOZZI ASCANIO;11;20160125000000;;
POINT (1397648.46275024 4990777.85798591);1333;Stalli disabili;1;2001_01746;ND;VIA MONFERRATO;1;20150330000000;;
POINT (1397653.04278744 4990658.79792797);1335;Stalli disabili;1;2008_01694;ND;PIAZZA GRAN MADRE DI DIO;14;20150330000000;;
POINT (1397661.80403198 4990780.68768373);1338;Stalli disabili;1;2000_02340;ND;VIA MONFERRATO;4;20150330000000;;
POINT (1397697.62293982 4990705.50948986);1340;Stalli disabili;1;2006_01887;ND;VIA COSMO UMBERTO;5;20150330000000;;
POINT (1397730.50362549 4990748.93286623);1341;Stalli disabili;1;2002_02373;ND;VIA COSMO UMBERTO;11;20150331000000;;
POINT (1397766.93627217 4990873.15713373);1343;Stalli disabili;1;1999_02495;18 G;VIA MONFERRATO;18;20150330000000;;
POINT (1397778.93433859 4990514.75901839);1344;Stalli disabili;1;;ND;VIA LANFRANCHI FRANCESCO;18;20150330000000;;
POINT (1397808.17786112 4990822.86991649);1346;Stalli disabili;1;1999;ND;VIA COSMO UMBERTO;20;20150331000000;;
POINT (1397813.99565831 4990611.59644886);1347;Stalli disabili;1;2000_02340;ND;VIA VILLA DELLA REGINA;9;20150331000000;;
POINT (1397864.92900533 4990550.66823186);1348;Stalli disabili;1;2000_02340;ND;VIA ACQUI;2;20150331000000;;
POINT (1397871.48730372 4990642.28834455);1349;Stalli disabili;1;2005_00079;ND;VIA MONCALVO;4;20150331000000;;
POINT (1397883.44558701 4990571.15369483);1350;Stalli disabili;1;2000_02340;ND;VIA ASTI;2;20150331000000;;
POINT (1398017.54664394 4990783.72468414);1353;Stalli disabili;1;2000_02340;ND;VIA MONCALVO;19;20150331000000;;
POINT (1398031.16291312 4990692.27372484);1354;Stalli disabili;1;2000_02340;ND;VIA ASTI;16;20150331000000;;
POINT (1398062.54265145 4990430.22948285);1355;Stalli disabili;1;2000_02340;ND;VIA VILLA DELLA REGINA;30;20150331000000;;
POINT (1398068.91907541 4990920.04861957);1356;Stalli disabili;1;2000_02340;Nd;VIA MARTIRI DELLA LIBERT?;50;20150331000000;;
POINT (1398116.30637567 4990469.47273063);1359;Stalli disabili;1;2000_02340;ND;VIA TONCO;2;20150331000000;;
POINT (1398140.65720546 4990647.13961552);1360;Stalli disabili;1;2000_02340;ND;VIA CARDINALE MAURIZIO;36;20150331000000;;
POINT (1398144.19228312 4991159.49275827);1361;Stalli disabili;1;2002_01238;ND;PARCO MICHELOTTI IGNAZIO;Nd;20150519000000;;
POINT (1398150.58014772 4990962.18489723);1363;Stalli disabili;1;2000_02340;Nessuna nota;VIA MARTIRI DELLA LIBERTA_;38;20160125000000;;
POINT (1398200.53064213 4991130.48536446);1364;Stalli disabili;1;2007_03610;ND;CORSO CASALE;56;20150330000000;;
POINT (1398218.96106374 4990989.89997205);1367;Stalli disabili;1;2005_00804;ND;VIA BRICCA MARIA;10;20150331000000;;
POINT (1398257.51771006 4990616.68222715);1369;Stalli disabili;1;2000_02340;ND;VIA TONCO;29;20150331000000;;
POINT (1398300.06168662 4991178.96046965);1370;Stalli disabili;1;2000_02340;ND;VIA FIGLIE DEI MILITARI;2;20160125000000;;
POINT (1398324.38449968 4990758.5069215);1371;Stalli disabili;1;2000_02340;ND;CORSO SELLA QUINTINO;43;20150331000000;;
POINT (1398349.67265124 4991212.79847179);1372;Stalli disabili;1;2000_02340;ND;CORSO CASALE;64;20150330000000;;
POINT (1398364.97021246 4990883.17185368);1373;Stalli disabili;1;2000_02340;ND;VIA ASTI;34;20150331000000;;
POINT (1398392.29124554 4991218.8551322);1374;Stalli disabili;1;2000_02340;ND;CORSO GABETTI GIUSEPPE;2;20150330000000;;
POINT (1398466.17713496 4990859.06170869);1377;Stalli disabili;1;2000_02340;ND;VIA FIGLIE DEI MILITARI;24;20150331000000;;
POINT (1398531.85072064 4990820.71802629);1379;Stalli disabili;1;2007_04262;ND;VIA DEL CARRETTO LUISA;67;20150331000000;;
POINT (1398536.07682581 4990882.74088551);1380;Stalli disabili;1;2000_02340;ND;CORSO SELLA QUINTINO;54;20150331000000;;
POINT (1398588.00149241 4990896.8429046);1381;Stalli disabili;1;2000_02340;ND;PIAZZA HERMADA;1;20150331000000;;
POINT (1396145.95589224 4992358.35378165);1389;Stalli disabili;1;ND;Nessuna;VIA DELLE ORFANE;25;20150310000000;;
POINT (1395779.19349462 4992061.59401114);1392;Stalli disabili;1;ND;Nessuna;PIAZZA ARBARELLO VINCENZO;6;20150310000000;;
POINT (1395620.00774559 4992094.16379802);1393;Stalli disabili;1;2002_07170;Nessuna;VIA BERTRANDI GIOVANNI AMBROGIO;10;20150310000000;;
POINT (1395624.60457969 4992062.51111999);1394;Stalli disabili;1;2003_02745;Nessuna;VIA PERRONE ETTORE;3;20150310000000;;
POINT (1395618.83045028 4991912.9440096);1395;Stalli disabili;1;ND;Nessuna;VIA ASSAROTTI OTTAVIO;11;20150310000000;;
POINT (1395603.00521165 4991881.78045264);1396;Stalli disabili;1;1996_00989;Nessuna;VIA ASSAROTTI OTTAVIO;15;20150310000000;;
POINT (1395594.76202258 4991845.42618462);1397;Stalli disabili;1;ND;Nessuna;VIA ASSAROTTI OTTAVIO;19;20150310000000;;
POINT (1395136.32761802 4991722.28137264);1399;Stalli disabili;1;ND;Nessuna;VIA GUICCIARDINI FRANCESCO GIUSEPPE;32;20150310000000;;
POINT (1395158.38721943 4991762.44801158);1400;Stalli disabili;1;ND;Nessuna;VIA GUICCIARDINI FRANCESCO GIUSEPPE;11;20150310000000;;
POINT (1395236.48276178 4991777.40787952);1401;Stalli disabili;1;ND;Nessuna;VIA GRANDIS SEBASTIANO;nd;20150310000000;;
POINT (1395793.33602424 4991868.95760262);1406;Stalli disabili;1;ND;Nessuna;CORSO SICCARDI GIUSEPPE;11;20150310000000;;
POINT (1396257.25182226 4991978.17390643);1409;Stalli disabili;1;2009_00324;Nessuna;VIA QUATTRO MARZO;21;20150310000000;;
POINT (1395519.09899275 4992358.52318559);1410;Stalli disabili;1;ND;Nessuna;VIA DEL CARMINE;25;20150310000000;;
POINT (1395372.69604598 4992275.6872678);1411;Stalli disabili;1;ND;Nessuna;PIAZZA STATUTO;13;20150310000000;;
POINT (1395363.16587334 4992119.36927998);1413;Stalli disabili;1;ND;Nessuna;VIA JUVARRA D_ FILIPPO;ND;20150310000000;;
POINT (1395317.58847839 4992153.8968929);1414;Stalli disabili;1;ND;Nessuna;VIA JUVARRA D_ FILIPPO;22;20150310000000;;
POINT (1395300.81369781 4992036.47531751);1415;Stalli disabili;1;ND;Nessuna;VIA PASSALACQUA GIUSEPPE LUIGI;12;20150310000000;;
POINT (1395286.97032414 4992000.26793477);1416;Stalli disabili;1;2003_04836;Nessuna;VIA PASSALACQUA GIUSEPPE LUIGI;19;20150310000000;;
POINT (1395350.45267806 4991489.93643983);1417;Stalli disabili;1;ND;Nessuna;VIA SAGLIANO MICCA;5;20150310000000;;
POINT (1395418.07169307 4991465.09848559);1418;Stalli disabili;1;ND;Nessuna;VIA REVEL OTTAVIO CONTE THAON DI;15;20150311000000;;
POINT (1395417.48368295 4991681.41451377);1419;Stalli disabili;1;ND;Nessuna;VIA VALFRE_ BEATO SEBASTIANO;8;20150310000000;;
POINT (1395357.68894568 4991774.4245802);1420;Stalli disabili;1;ND;Nessuna;VIA VITTORIO AMEDEO II;8;20150310000000;;
POINT (1395296.26430691 4991624.83125133);1421;Stalli disabili;1;ND;Nessuna;VIA DE SONNAZ ETTORE;5;20150310000000;;
POINT (1395466.87531084 4991444.08815264);1423;Stalli disabili;1;ND;Nessuna;VIA REVEL;17;20150318000000;;
POINT (1395884.72011029 4992162.22679551);1427;Stalli disabili;1;ND;Nessuna;PIAZZA SAVOIA;ND;20150311000000;;
POINT (1396037.43820061 4992086.53129429);1428;Stalli disabili;1;ND;Nessuna;VIA CORTE D_APPELLO;11;20150311000000;;
POINT (1395807.58842932 4992380.74152079);1429;Stalli disabili;1;ND;Nessuna;VIA S_ CHIARA;40;20150311000000;;
POINT (1395685.96660939 4992349.75178405);1430;Stalli disabili;1;ND;Nessuna;CORSO VALDOCCO;ND;20150311000000;;
POINT (1395501.51408326 4992180.99637578);1431;Stalli disabili;1;ND;Nessuna;VIA MANZONI ALESSANDRO;2;20150311000000;;
POINT (1395671.31504438 4992272.91715673);1432;Stalli disabili;1;2003_03212;Nessuna;VIA DEL CARMINE;ND;20150311000000;;
POINT (1395752.65089209 4992481.78803868);1433;Stalli disabili;1;2012_03246;Nessuna;CORSO VALDOCCO;15;20150311000000;;
POINT (1395852.06025755 4992277.75323677);1434;Stalli disabili;1;1999_02755;Nessuna;VIA S_ DOMENICO;28;20150311000000;;
POINT (1396411.46460012 4992106.79603432);1435;Stalli disabili;1;ND;Nessuna;VIA EGIDI PIETRO;6;20150311000000;;
POINT (1396413.10618571 4992216.29875566);1437;Stalli disabili;1;ND;Nessuna;PIAZZA DELLA REPUBBLICA;4;20150311000000;;
POINT (1397080.32199903 4991226.56172025);1438;Stalli disabili;1;ND;Nessuna;VIA PO;45;20150311000000;;
POINT (1397099.31936472 4991754.48186133);1443;Stalli disabili;1;ND;Nessuna;CORSO S_ MAURIZIO;6;20150313000000;;
POINT (1397210.98216798 4991592.85705034);1446;Stalli disabili;1;2001_03813;Nessuna;CORSO S_ MAURIZIO;14;20150312000000;;
POINT (1397290.56225756 4991470.19667089);1448;Stalli disabili;1;2006_01965;Nessuna;CORSO S_ MAURIZIO;22;20150313000000;;
POINT (1397283.65173232 4991471.86004192);1449;Stalli disabili;1;ND;Nessuna;VIA S_ OTTAVIO;25;20150313000000;;
POINT (1397558.98899576 4991066.62227876);1453;Stalli disabili;1;ND;Nessuna;CORSO S_ MAURIZIO;52;20150313000000;;
POINT (1397488.44920109 4991003.21551635);1454;Stalli disabili;1;ND;Nessuna;VIA PESCATORE MATTEO;17;20150313000000;;
POINT (1397557.3138232 4991143.76735621);1455;Stalli disabili;1;ND;Nessuna;CORSO S_ MAURIZIO;79;20150313000000;;
POINT (1397538.15729073 4991175.17835729);1456;Stalli disabili;1;ND;Nessuna;CORSO S_ MAURIZIO;75;20150313000000;;
POINT (1395909.77490822 4991300.47422575);1175;Stalli disabili;1;2006_00363;ND;VIA DELL_ ARCIVESCOVADO;ND;20150326000000;;
POINT (1395920.78858811 4989439.77655214);1176;Stalli disabili;1;2002_03697;ND;VIA MADAMA CRISTINA;87;20150721000000;;
POINT (1395919.17853879 4988916.52694354);1177;Stalli disabili;1;2003_01077;ND;CORSO D_AZEGLIO MASSIMO;88;20160125000000;;
POINT (1395931.69022161 4989153.10405962);1178;Stalli disabili;1;2008_04224;ND;VIA MONTI VINCENZO;21;20151021000000;;
POINT (1395930.13017566 4985945.01219635);1179;Stalli disabili;1;;ND;CORSO MONCALIERI;496;20160108000000;;
POINT (1395934.85962287 4990127.59893503);1180;Stalli disabili;1;2009;ND;CORSO MARCONI GUGLIELMO;6;20150421000000;;
POINT (1395935.20092479 4988595.41920022);1181;Stalli disabili;1;2003_01561;0_24;CORSO GALILEO GALILEI;40;20160125000000;;
POINT (1395944.44101857 4988832.28595934);1182;Stalli disabili;1;2002_03409;ND;CORSO D_AZEGLIO MASSIMO;43;20160125000000;;
POINT (1395940.85543022 4989933.85437176);1183;Stalli disabili;1;2014;ND;VIA CAMPANA FEDERICO;8;20150421000000;;
POINT (1389967.99989914 4987926.37252672);755;Stalli disabili;1;2008_01445;ND;VIA PANCALIERI;0;20160125000000;;
POINT (1389412.64651259 4988308.8320317);758;Stalli disabili;1;2008_01445;ND;VIA PANCALIERI;0;20160112000000;;
POINT (1389506.85801884 4988245.69873567);760;Stalli disabili;1;2008_01445;ND;VIA PANCALIERI;0;20160125000000;;
POINT (1389611.16694177 4987412.9643368);763;Stalli disabili;1;2001_04239;ND;VIA INGRIA;40;20160112000000;;
POINT (1390392.79632804 4986024.97606106);787;Stalli disabili;1;2003_02959;ND;VIA NEGARVILLE CELESTE;30_6;20160112000000;;
POINT (1390629.32131867 4986220.15459531);789;Stalli disabili;1;2012_01131;ND;VIA NEGARVILLE CELESTE;8;20160120000000;;
POINT (1390664.5424451 4987488.03490387);790;Stalli disabili;1;2011_00225;ND;CORSO ORBASSANO;472;20160111000000;;
POINT (1390732.67877122 4987432.92359542);791;Stalli disabili;1;2011_00225;ND;CORSO ORBASSANO;470;20160111000000;;
POINT (1390745.59461971 4987560.73379634);792;Stalli disabili;1;2011_00228;ND;STRADA DEL PORTONE;33;20150729000000;;
POINT (1390796.72422325 4987479.44375066);793;Stalli disabili;1;2012_02609;ND;STRADA DEL PORTONE;27;20160125000000;;
POINT (1390838.95824343 4986102.58685776);794;Stalli disabili;1;2011_06870;ND;PIAZZETTA JONA LUCIANO;4;20160112000000;;
POINT (1390848.71086717 4986119.69590157);795;Stalli disabili;1;2006_04237;ND;PIAZZETTA JONA LUCIANO;4;20160112000000;;
POINT (1390866.38843856 4987500.17503018);796;Stalli disabili;1;2011_00228;ND;STRADA DEL PORTONE;33;20160125000000;;
POINT (1390868.15770689 4986085.65385714);797;Stalli disabili;1;1999_03335;ND;PIAZZETTA JONA LUCIANO;4;20160112000000;;
POINT (1391300.61706734 4985941.93043947);798;Stalli disabili;1;2009_03845;ND;VIA PLAVA;79;20160112000000;;
POINT (1391338.11675786 4985466.23418185);799;Stalli disabili;1;2008_01344;ND;STRADA DEL DROSSO;33;20160112000000;;
POINT (1391499.72927625 4985184.59128667);802;Stalli disabili;1;2002_02069;ND;CORSO UNIONE SOVIETICA;616;20160111000000;;
POINT (1391534.1922081 4986265.15300724);804;Stalli disabili;1;2011_03463;ND;VIA POMARETTO;8;20160112000000;;
POINT (1391659.74517237 4985946.20555127);806;Stalli disabili;1;2012_00045;ND;VIA MONTE CENGIO;8;20150804000000;;
POINT (1391952.96567675 4985240.92778452);810;Stalli disabili;1;2006_05394;ND;STRADA CASTELLO DI MIRAFIORI;43;20160111000000;;
POINT (1392078.3128287 4985336.85722158);811;Stalli disabili;1;2006_05395;ND;VIA COGGIOLA DOMENICO;20;20160111000000;;
POINT (1392103.22058947 4985854.35580338);813;Stalli disabili;1;2002_03068;ND;VIA PAVESE CESARE;2;20160111000000;;
POINT (1392201.23493297 4985829.54843703);822;Stalli disabili;1;2012_00046;ND;VIA PAVESE CESARE;11;20160111000000;;
POINT (1392274.43639017 4985657.79819906);823;Stalli disabili;1;2009_01400;ND;VIA UGOLINI AMEDEO;15;20160111000000;;
POINT (1392336.64651596 4985678.99921208);827;Stalli disabili;1;2002_03064;ND;VIA TOGLIATTI PALMIRO;33;20160111000000;;
POINT (1392409.00167687 4985558.23711496);830;Stalli disabili;1;2001_04199;ND;VIA FARINELLI ARTURO;40_1;20160111000000;;
POINT (1392442.36893744 4985346.8416301);831;Stalli disabili;1;2008;ND;VIA CAPUANA LUIGI;10;20150430000000;;
POINT (1392514.43193629 4985551.45246472);832;Stalli disabili;1;2003_02960;ND;VIA RIBOLI TIMOTEO;15;20160111000000;;
POINT (1392568.01256887 4985996.58055681);833;Stalli disabili;1;2004_04586;ND;VIA PORTOFINO;30_50;20160111000000;;
POINT (1392615.20479678 4986509.76890151);834;Stalli disabili;1;2006_03191;ND;CORSO UNIONE SOVIETICA;409;20150804000000;;
POINT (1392759.44167597 4986517.51255308);835;Stalli disabili;1;;ND;VIA VILLADEATI;6;20160114000000;;
POINT (1392758.82243571 4985988.19580921);836;Stalli disabili;1;2009_05491;ND;STRADA DELLE CACCE;34;20160111000000;;
POINT (1392974.5424902 4986642.8761314);839;Stalli disabili;1;;ND;CORSO TRAIANO;22;20160125000000;;
POINT (1393001.58153922 4987051.32226317);840;Stalli disabili;1;2006_00830;ND;VIA RIGNON FELICE;1b;20150804000000;;
POINT (1393115.42824725 4987104.87858714);842;Stalli disabili;1;2011_00672;ND;CORSO UNIONE SOVIETICA;335;20150804000000;;
POINT (1393144.19224798 4986257.01826725);843;Stalli disabili;1;;ND;VIA GIANELLI GIULIO;8;20160115000000;;
POINT (1393168.00400611 4986521.66535146);844;Stalli disabili;1;;ND;CORSO TRAIANO;48;20160114000000;;
POINT (1393231.14023103 4986960.9655614);847;Stalli disabili;1;2007_05382;ND;VIA CASANA SEVERINO;8;20151020000000;;
POINT (1393252.34289222 4986140.10408678);849;Stalli disabili;1;;ND;CORSO CROCE BENEDETTO;26;20160115000000;;
POINT (1393530.3868017 4991675.76724126);853;Stalli disabili;1;2003_00859;ND;VIA MORETTA;69;20160125000000;;
POINT (1393692.50324517 4985759.28868049);865;Stalli disabili;1;2004_01513;ND;VIA GUIDI CAMILLO;2;20160111000000;;
POINT (1393759.57126412 4987872.31418712);866;Stalli disabili;1;2000_00079;ND;VIA MADONNA DELLE ROSE;4;20150804000000;;
POINT (1393793.96462923 4987605.1202279);869;Stalli disabili;1;2008_00269;ND;VIA ASUNCION;21;20160119000000;;
POINT (1393820.57887803 4988032.60071073);871;Stalli disabili;1;2006_00946;ND;CORSO UNIONE SOVIETICA;218;20150319000000;;
POINT (1393905.22623754 4986205.23950717);873;Stalli disabili;1;2012_03090;ND;CORSO TRAIANO;135;20160111000000;;
POINT (1393942.37804873 4986374.2358647);876;Stalli disabili;1;2012_03089;ND;VIA INVERNIZIO CAROLINA;17;20151020000000;;
POINT (1393958.87110752 4986609.5886795);877;Stalli disabili;1;2009_02340;ND;VIA MONTE CORNO;36;20151020000000;;
POINT (1393998.76978023 4986704.42909082);878;Stalli disabili;1;2008_03137;ND;VIA MONTE CORNO;20;20151020000000;;
POINT (1393987.9478295 4986163.43546853);882;Stalli disabili;1;2011_03622;ND;CORSO TRAIANO;147;20160111000000;;
POINT (1394093.31330073 4985780.73255136);886;Stalli disabili;1;2005_03250;ND;VIA VIGLIANI ONORATO;182;20160111000000;;
POINT (1394093.77460266 4985790.18378934);888;Stalli disabili;1;2005_03250;ND;VIA VIGLIANI ONORATO;189;20160111000000;;
POINT (1394121.87675392 4986645.17746607);889;Stalli disabili;1;2009_02454;ND;CORSO CAIO PLINIO;16;20160125000000;;
POINT (1394228.0912334 4987757.92349156);903;Stalli disabili;1;2007_04652;ND;VIA MONTEVIDEO;41;20150318000000;;
POINT (1394574.81311766 4988887.96925827);909;Stalli disabili;1;2006_00769;ND;CORSO UNIONE SOVIETICA;85;20160111000000;;
POINT (1394600.16680043 4985813.39048466);914;Stalli disabili;1;;ND;VIA NIZZA;397;20160118000000;;
POINT (1394617.08771522 4989098.6363916);915;Stalli disabili;1;2002_01305;ND;CORSO LEPANTO;6;20151217000000;;
POINT (1394660.04968616 4988987.25777806);916;Stalli disabili;1;2000_00373;ND;CORSO UNIONE SOVIETICA;75;20160111000000;;
POINT (1394693.71152269 4989037.73840832);917;Stalli disabili;1;2001;ND;CORSO TURATI FILIPPO;75;20160125000000;;
