WKT_GEOM;DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1397649.785 4994483.751);AGENZIE AFFARI;;VIA MONTE ROSA 137/A;No;1621;38;6;0;10154;1397649.785;4994483.751
POINT (1392571.502 4989705.189);AGENZIE AFFARI;;VIA MONFALCONE 130;No;3472;59;2;155;10136;1392571.502;4989705.189
POINT (1392444.205 4989764.677);AGENZIE VIAGGIO;MORIGIO';VIA MONFALCONE 138;No;2312;59;2;133;10136;1392444.205;4989764.677
POINT (1391103.907 4991233.881);AGENZIE AFFARI;;VIA MONGINEVRO 282/F;No;2752;63;3;0;10142;1391103.907;4991233.881
POINT (1391119.2 4991222.262);AGENZIE AFFARI;;VIA MONGINEVRO 282;No;2752;63;3;304;10142;1391119.2;4991222.262
POINT (1393494.78 4989254.538);AGENZIE AFFARI;;VIA MONFALCONE 13/C;No;2123;53;2;0;10136;1393494.78;4989254.538
POINT (1392362.398 4991048.98);AGENZIE AFFARI;;VIA MONGINEVRO 152/C;No;2899;52;3;0;10141;1392362.398;4991048.98
POINT (1392398.143 4991030.179);AGENZIE AFFARI;ASTRA;VIA MONGINEVRO 161;No;2100;52;3;298;10141;1392398.143;4991030.179
POINT (1392342.037 4991028.137);AGENZIE VIAGGIO;MONGINEVRO VIAGGI;VIA MONGINEVRO 167;No;2100;52;3;298;10141;1392342.037;4991028.137
POINT (1392850.923 4992826.748);AGENZIE VIAGGIO;;CORSO MONTE GRAPPA 74;No;1334;30;4;374;10145;1392850.923;4992826.748
POINT (1392795.629 4992787.147);AGENZIE VIAGGIO;PORT FLEURI;CORSO MONTE GRAPPA 53;No;2022;50;4;399;10146;1392795.629;4992787.147
POINT (1393089.494 4988198.626);AGENZIE VIAGGIO;SAPORE DI VIAGGI;PIAZZA CARLO MONTANARI 168/A;No;2168;55;2;0;10137;1393089.494;4988198.626
POINT (1397038.89 4991298.696);AGENZIE AFFARI;;VIA MONTEBELLO 2/D;No;219;06;1;0;10124;1397038.89;4991298.696
POINT (1396427.171 4991596.51);AGENZIE VIAGGIO;TURISMO ON LINE;VIA MONTE DI PIETA' 2;No;78;03;1;9;10121;1396427.171;4991596.51
POINT (1394016.451 4991115.375);TRATTENIMENTI;PUB IL PECCATO;VIA MONGINEVRO 8;No;1467;33;3;236;10138;1394016.451;4991115.375
POINT (1399957.344 4993992.529);AGENZIE AFFARI;;STRADA DEL MEISINO 81 int. 40;No;2502;72;7;714;10132;1399957.344;4993992.529
POINT (1396294.286 4988294.267);AGENZIE VIAGGIO;OXBRIDGE;CORSO MONCALIERI 221;No;2480;70;8;774;10133;1396294.286;4988294.267
POINT (1396294.286 4988294.267);AGENZIE VIAGGIO;LUNEDIANA VIAGGI;CORSO MONCALIERI 221;No;2480;70;8;774;10133;1396294.286;4988294.267
POINT (1396305.26 4992138.873);AGENZIE VIAGGIO;747 VIAGGI;VIA MILANO 13/B;No;8;01;1;0;10122;1396305.26;4992138.873
POINT (1396370.232 4988482.057);TRATTENIMENTI;360°;CORSO MONCALIERI 202;No;2477;70;8;773;10133;1396370.232;4988482.057
POINT (1395899.138 4991960.97);AGENZIE AFFARI;;VIA MISERICORDIA 3/H;No;3111;01;1;0;10122;1395899.138;4991960.97
POINT (1396375.635 4991660.559);AGENZIE VIAGGIO;SESTANTE;VIA PIETRO MICCA 1;No;77;03;1;9;10121;1396375.635;4991660.559
POINT (1394005.205 4985500.804);AGENZIE AFFARI;L'ANGELO;VIA MONASTIR 33/B;No;3047;89;2;0;10127;1394005.205;4985500.804
POINT (1397513.286 4990690.518);AGENZIE AFFARI;GALLERIA DEL PONTE;CORSO MONCALIERI 3;No;3172;13;8;736;10131;1397513.286;4990690.518
POINT (1393820.716 4990309.128);AGENZIE AFFARI;;VIA FRANCESCO MILLIO 26;No;3298;35;3;265;10141;1393820.716;4990309.128
POINT (1393992.108 4992979.795);AGENZIE AFFARI;;PIAZZA MONCENISIO 9;No;1263;29;4;355;10143;1393992.108;4992979.795
POINT (1397967.112 4994482.291);AGENZIE AFFARI;;VIA SAVERIO MERCADANTE 98/E;No;1773;41;6;0;10154;1397967.112;4994482.291
POINT (1395710.459 4986081.118);AGENZIE VIAGGIO;RONCHIVERDI VIAGGI;CORSO MONCALIERI 466 int. 16;No;2469;69;8;772;10133;1395710.459;4986081.118
POINT (1395866.869 4986137.413);AGENZIE AFFARI;;CORSO MONCALIERI 468;No;2469;69;8;772;10133;1395866.869;4986137.413
POINT (1397724.738 4994079.992);AGENZIE AFFARI;;VIA SAVERIO MERCADANTE 57;No;1653;38;6;559;10154;1397724.738;4994079.992
POINT (1395684.698 4987031.555);TRATTENIMENTI;IL PATIO;CORSO MONCALIERI 346 int. 14;No;2466;69;8;772;10133;1395684.698;4987031.555
POINT (1395201.355 4992678.082);AGENZIE VIAGGIO;TOP GOLF HOLIDAY;VIA VINCENZO MARIA MIGLIETTI 13;No;654;16;4;330;10144;1395201.355;4992678.082
POINT (1393607.695 4990412.443);AGENZIE AFFARI;;VIA FRANCESCO MILLIO 53;No;1555;35;3;264;10141;1393607.695;4990412.443
POINT (1396138.73398521 4987843.53253257);AGENZIE AFFARI;;CORSO MONCALIERI 265;No;2486;70;8;773;10133;1396138.73398521;4987843.53253257
POINT (1391515.832 4992153.827);AGENZIE AFFARI;;VIA MOLLIERES 1;No;2057;51;3;273;10141;1391515.832;4992153.827
POINT (1393862.594 4987819.836);AGENZIE AFFARI;;VIA MADONNA DELLE ROSE 15/B;No;2208;56;8;0;10134;1393862.594;4987819.836
POINT (1396007.428 4991021.391);AGENZIE VIAGGIO;JET VIAGGI SOLUTIONS;CORSO GIACOMO MATTEOTTI 1/C;No;138;04;1;0;10121;1396007.428;4991021.391
POINT (1395973.283 4991039.305);TRATTENIMENTI;GRIGLIARITO (POI PASTARITO, ORA CHIUSO);CORSO GIACOMO MATTEOTTI 3/A;No;137;04;1;0;10121;1395973.283;4991039.305
POINT (1395501.439 4992177.432);TRATTENIMENTI;CARMEN;VIA ALESSANDRO MANZONI 0/F;No;191;05;1;0;10122;1395501.439;4992177.432
POINT (1395514.095 4992177.058);AGENZIE VIAGGIO;EXPLORANDO;VIA ALESSANDRO MANZONI 3/A;No;192;05;1;0;10122;1395514.095;4992177.058
POINT (1395827.296 4991115.925);AGENZIE VIAGGIO;OPERA DIOCESANA PELLEGRINAGGI;CORSO GIACOMO MATTEOTTI 11;No;135;04;1;14;10121;1395827.296;4991115.925
POINT (1395064.487 4989713.054);AGENZIE VIAGGIO;SUNFUN;VIA ANDREA MASSENA 94;No;1219;27;1;72;10128;1395064.487;4989713.054
POINT (1395446.278 4990438.777);AGENZIE VIAGGIO;VIAGGI DELLO SPECCHIO;VIA ANDREA MASSENA 42/F;No;391;10;1;0;10128;1395446.278;4990438.777
POINT (1397708.408 4990611.267);AGENZIE VIAGGIO;EATINERARI;VIA PASQUALE STANISLAO MANCINI 6;No;534;13;8;736;10131;1397708.408;4990611.267
POINT (1397708.408 4990611.267);AGENZIE VIAGGIO;LIBERI TUTTI;VIA PASQUALE STANISLAO MANCINI 6;No;534;13;8;736;10131;1397708.408;4990611.267
POINT (1393545.901 4990408.929);AGENZIE AFFARI;;VIA MALTA 31/B;No;1555;35;3;0;10141;1393545.901;4990408.929
POINT (1394780.037 4985879.068);AGENZIE AFFARI;;CORSO PIERO MARONCELLI 12;No;2306;58;8;838;10127;1394780.037;4985879.068
POINT (1397001.089 4991064.001);AGENZIE AFFARI;;VIA MARIA VITTORIA 36/E;No;236;06;1;0;10123;1397001.089;4991064.001
POINT (1391405.551 4992112.214);TRATTENIMENTI;CHARRO CAFÉ;PIAZZA MASSAUA 9;No;2056;51;3;273;10141;1391405.551;4992112.214
POINT (1397119.34 4991002.271);AGENZIE AFFARI;;VIA MARIA VITTORIA 44;No;237;06;1;29;10123;1397119.34;4991002.271
POINT (1397170.362 4990960.178);AGENZIE AFFARI;;VIA MARIA VITTORIA 46/C;No;238;06;1;0;10123;1397170.362;4990960.178
POINT (1397170.817 4993712.27);AGENZIE AFFARI;;VIA MALONE 24/A;No;1690;38;6;0;10154;1397170.817;4993712.27
POINT (1396596.281 4990702.809);AGENZIE AFFARI;;VIA GIUSEPPE MAZZINI 28/E;No;256;07;1;0;10123;1396596.281;4990702.809
POINT (1396655.849 4990671.624);AGENZIE AFFARI;;VIA GIUSEPPE MAZZINI 36;No;256;07;1;33;10123;1396655.849;4990671.624
POINT (1396655.849 4990671.624);AGENZIE AFFARI;BOX OFFICE;VIA GIUSEPPE MAZZINI 36;No;256;07;1;33;10123;1396655.849;4990671.624
POINT (1396955.877 4991087.712);AGENZIE VIAGGIO;INTERASSE;VIA MARIA VITTORIA 32/E;No;236;06;1;0;10123;1396955.877;4991087.712
POINT (1396955.877 4991087.712);AGENZIE VIAGGIO;WORLD OF TUI;VIA MARIA VITTORIA 32/E;No;236;06;1;0;10123;1396955.877;4991087.712
POINT (1396488.456 4991355.449);TRATTENIMENTI;ORATORIO SAN FILIPPO NERI;VIA MARIA VITTORIA 5;No;92;03;1;9;10123;1396488.456;4991355.449
POINT (1397285.354 4994854.69);AGENZIE AFFARI;;VIA RENATO MARTORELLI 92;No;1767;41;6;594;10155;1397285.354;4994854.69
POINT (1397290.958 4994938.182);AGENZIE AFFARI;LERAUTO;VIA RENATO MARTORELLI 102;No;1764;41;6;590;10155;1397290.958;4994938.182
POINT (1395990.696 4990080.925);AGENZIE VIAGGIO;;CORSO GUGLIELMO MARCONI 10;No;826;19;8;746;10125;1395990.696;4990080.925
POINT (1395990.696 4990080.925);AGENZIE VIAGGIO;SAN CARLO VIAGGI;CORSO GUGLIELMO MARCONI 10;No;826;19;8;746;10125;1395990.696;4990080.925
POINT (1395404.283 4991963.341);AGENZIE AFFARI;BI X BU;VIA ALESSANDRO MANZONI 27/B;No;207;05;1;0;10122;1395404.283;4991963.341
POINT (1393692.963 4993060.096);AGENZIE AFFARI;;CORSO LECCE 96;No;1260;29;4;354;10143;1393692.963;4993060.096
POINT (1393486.528 4990542.906);AGENZIE AFFARI;DA BIMBO A BIMBO;VIA LURISIA 3/C;No;2659;35;3;0;10141;1393486.528;4990542.906
POINT (1393430.05 4991358.632);AGENZIE VIAGGIO;IDUCK  EVENT COMMUNICATION;VIA EMANUELE LUSERNA DI RORA' 29;No;1461;33;3;234;10139;1393430.05;4991358.632
POINT (1393576.529 4992950.886);AGENZIE VIAGGIO;LM TOUR;CORSO LECCE 47/A;No;1332;30;4;0;10145;1393576.529;4992950.886
POINT (1394431.522 4992901.423);AGENZIE AFFARI;;VIA LE CHIUSE 94;No;669;16;4;332;10144;1394431.522;4992901.423
POINT (1395168.301 4996071.26);AGENZIE AFFARI;CASTALDO;VIA G. BATTISTA LULLI 68;No;1921;46;5;472;10148;1395168.301;4996071.26
POINT (1394762.034 4992730.41);AGENZIE AFFARI;ALEX CARRERA SHOW MANAGEMENT;VIA LE CHIUSE 54;No;664;16;4;334;10144;1394762.034;4992730.41
POINT (1394690.134 4992767.229);AGENZIE VIAGGIO;PATAGONIA TREKKING;VIA LE CHIUSE 64;No;663;16;4;333;10144;1394690.134;4992767.229
POINT (1399300.663 4995425.343);AGENZIE AFFARI;;LUNGO STURA LAZIO 79;No;2568;79;6;630;10156;1399300.663;4995425.343
POINT (1399300.663 4995425.343);AGENZIE AFFARI;;LUNGO STURA LAZIO 79;No;2568;79;6;630;10156;1399300.663;4995425.343
POINT (1393956.814 4992990.329);AGENZIE AFFARI;BAT AUTO;VIA LOCANA 13/C;No;1263;29;4;0;10143;1393956.814;4992990.329
POINT (1395158.046 4993155.686);AGENZIE VIAGGIO;FRANCIS DRAKE;VIA LIVORNO 17/D;No;1128;25;4;0;10144;1395158.046;4993155.686
POINT (1395907.911 4989404.281);AGENZIE AFFARI;;VIA MADAMA CRISTINA 91;No;872;19;8;754;10126;1395907.911;4989404.281
POINT (1394146.778 4990331.697);AGENZIE VIAGGIO;JUST BOOK & TRAVEL;CORSO LIONE 36;No;2812;35;3;265;10141;1394146.778;4990331.697
POINT (1396154.915 4990134.416);AGENZIE AFFARI;;VIA CESARE LOMBROSO 4;No;358;09;8;732;10125;1396154.915;4990134.416
POINT (1397079.426 4994117.1);AGENZIE AFFARI;;VIA LEINI' 67/A;No;1645;38;6;0;10155;1397079.426;4994117.1
POINT (1395251.997 4990631.981);AGENZIE AFFARI;IN ADV;VIA LEGNANO 26;No;802;18;1;51;10128;1395251.997;4990631.981
POINT (1394658.778 4995494.679);AGENZIE AFFARI;;CORSO GROSSETO 301 scala C;No;1956;48;5;491;10151;1394658.778;4995494.679
POINT (1394994.235 4991964.896);AGENZIE AFFARI;;CORSO INGHILTERRA 27/E;No;745;17;3;0;10138;1394994.235;4991964.896
POINT (1395103.782 4992179.364);AGENZIE VIAGGIO;;CORSO INGHILTERRA 47;No;729;17;3;195;10138;1395103.782;4992179.364
POINT (1395212.111 4995559.792);AGENZIE AFFARI;GIUBILEO;CORSO GROSSETO 216/A;No;3816;46;5;0;10148;1395212.111;4995559.792
POINT (1391373.78541667 4988045.48645833);AGENZIE VIAGGIO;;VIA DOMENICO GEROLAMO INDUNO 20 scala B;No;2746;62;2;174;10137;1391373.78541667;4988045.48645833
POINT (1396347.9773789 4992551.8923185);AGENZIE AFFARI;;VIA BERNARDINO LANINO 4/F;No;489;12;7;0;10152;1396347.9773789;4992551.8923185
POINT (1396324.68991948 4992558.83141976);AGENZIE AFFARI;;VIA BERNARDINO LANINO 6/B;No;489;12;7;651;10152;1396324.68991948;4992558.83141976
POINT (1396324.68991948 4992558.83141976);AGENZIE AFFARI;;VIA BERNARDINO LANINO 6/B;No;489;12;7;651;10152;1396324.68991948;4992558.83141976
POINT (1395397.057 4992113.864);AGENZIE VIAGGIO;SERIANA VIAGGI SRL;VIA FILIPPO JUVARRA 18;No;195;05;1;18;10122;1395397.057;4992113.864
POINT (1392321.65 4990780.297);AGENZIE AFFARI;;VIA VINCENZO LANCIA 97;No;2693;52;3;296;10141;1392321.65;4990780.297
POINT (1396269.58 4991983.205);AGENZIE AFFARI;;VIA QUATTRO MARZO 14/A;No;25;01;1;0;10122;1396269.58;4991983.205
POINT (1397524.951 4991624.146);TRATTENIMENTI;VENUS;VIA GUASTALLA 20;No;422;11;7;639;10124;1397524.951;4991624.146
POINT (1394627.396 4995149.071);AGENZIE VIAGGIO;VIAGGINSIEME SRL;VIA LATINA 4/C;No;1960;48;5;0;10149;1394627.396;4995149.071
POINT (1395144.786 4990357.736);AGENZIE AFFARI;;VIA ALFONSO LAMARMORA 38;No;818;18;1;52;10128;1395144.786;4990357.736
POINT (1393030.464 4986259.679);AGENZIE VIAGGIO;BEL VEDERE;PIAZZA PIETRO FRANCESCO GUALA 135 bis;No;2731;61;8;855;10135;1393030.464;4986259.679
POINT (1396151.402 4990788.472);TRATTENIMENTI;RISTORANTE LE REGINE;VIA GIUSEPPE LUIGI LAGRANGE 51/C;No;150;04;1;0;10123;1396151.402;4990788.472
POINT (1392946.048 4991257.595);AGENZIE AFFARI;EURO FUNERALI;VIA ISONZO 26/A;No;1520;34;3;0;10141;1392946.048;4991257.595
POINT (1396524.136 4991129.831);AGENZIE VIAGGIO;TRAVELLING;VIA GIOVANNI GIOLITTI 18;No;103;03;1;12;10123;1396524.136;4991129.831
POINT (1396169.339 4991003.764);AGENZIE VIAGGIO;;VIA ANTONIO GRAMSCI 9;No;131;04;1;13;10123;1396169.339;4991003.764
POINT (1396200.669 4990970.566);AGENZIE AFFARI;;VIA ANTONIO GRAMSCI 12/C;No;140;04;1;0;10123;1396200.669;4990970.566
POINT (1396195.706 4990973.135);AGENZIE AFFARI;;VIA ANTONIO GRAMSCI 12;No;140;04;1;16;10123;1396195.706;4990973.135
POINT (1392987.658 4989584.33);AGENZIE AFFARI;MERCANTICO;VIA GORIZIA 40 int. 5;No;2318;59;2;154;10136;1392987.658;4989584.33
POINT (1397148.533 4993891.763);AGENZIE AFFARI;ASTRA;CORSO GIULIO CESARE 99;No;1665;38;6;554;10155;1397148.533;4993891.763
POINT (1395589.003 4990582.055);AGENZIE AFFARI;;VIA VINCENZO GIOBERTI 30;No;382;10;1;43;10128;1395589.003;4990582.055
POINT (1396210.296 4990639.623);AGENZIE AFFARI;;VIA GOITO 1;No;320;09;8;726;10125;1396210.296;4990639.623
POINT (1396948.725 4993415.417);AGENZIE VIAGGIO;CHIARA VIAGGI;CORSO GIULIO CESARE 54;No;1060;24;7;699;10152;1396948.725;4993415.417
POINT (1396101.022 4990451.084);AGENZIE AFFARI;;VIA GOITO 16;No;333;09;8;724;10125;1396101.022;4990451.084
POINT (1397035.065 4993595.509);AGENZIE VIAGGIO;;CORSO GIULIO CESARE 62/A;No;1689;38;6;0;10154;1397035.065;4993595.509
POINT (1396443.183 4991185.975);AGENZIE VIAGGIO;FRANCO ROSSO ITALIA;VIA GIOVANNI GIOLITTI 5/H;No;117;04;1;0;10123;1396443.183;4991185.975
POINT (1393279.501 4989432.102);AGENZIE AFFARI;CITY SERVICE 2000;VIA GRADISCA 47;No;2117;53;2;106;10136;1393279.501;4989432.102
POINT (1396811.985 4993194.545);AGENZIE AFFARI;;CORSO GIULIO CESARE 39 bis/C;No;1080;24;7;0;10152;1396811.985;4993194.545
POINT (1399234.308 4991855.683);AGENZIE AFFARI;;VIA OROPA 91/A;No;2808;22;7;0;10153;1399234.308;4991855.683
POINT (1396173.249 4995385.191);AGENZIE AFFARI;;CORSO GROSSETO 117/B;No;1821;43;5;0;10147;1396173.249;4995385.191
POINT (1395846.991 4995472.687);AGENZIE AFFARI;;CORSO GROSSETO 126/C;No;3346;43;5;0;10148;1395846.991;4995472.687
POINT (1396869.086 4993312.484);AGENZIE VIAGGIO;GIULIO CESARE VIAGGI E VACANZE;CORSO GIULIO CESARE 51/B;No;1068;24;7;0;10152;1396869.086;4993312.484
POINT (1396794.641 4993095.085);AGENZIE VIAGGIO;SHEN  ZHOU;CORSO GIULIO CESARE 28/A;No;1081;24;7;0;10152;1396794.641;4993095.085
POINT (1396798.639 4993106.25);AGENZIE VIAGGIO;LAND & SKY;CORSO GIULIO CESARE 28/E;No;1081;24;7;0;10152;1396798.639;4993106.25
POINT (1396806.513 4993122.268);AGENZIE VIAGGIO;HUAXIM;CORSO GIULIO CESARE 30/B;No;1081;24;7;0;10152;1396806.513;4993122.268
POINT (1396497.248 4992561.538);AGENZIE VIAGGIO;IHM;CORSO GIULIO CESARE 7;No;492;12;7;651;10152;1396497.248;4992561.538
POINT (1395922.639 4989129.896);AGENZIE VIAGGIO;CLIPS TOUR;VIA PIETRO GIURIA 42;No;893;20;8;759;10126;1395922.639;4989129.896
POINT (1396572.679 4992616.641);AGENZIE VIAGGIO;;CORSO GIULIO CESARE 10;No;480;12;7;652;10152;1396572.679;4992616.641
POINT (1396647.32441104 4992723.34688068);AGENZIE VIAGGIO;LINA VIAGGI;CORSO GIULIO CESARE 12 scala D;No;471;12;7;650;10132;1396647.32441104;4992723.34688068
POINT (1397578.778 4991445.603);AGENZIE AFFARI;;VIA GIULIA DI BAROLO 30/A;No;436;11;7;0;10124;1397578.778;4991445.603
POINT (1398013.223 4995588.557);AGENZIE AFFARI;IDEA UNO;CORSO GIULIO CESARE 304;No;2461;68;6;611;10154;1398013.223;4995588.557
POINT (1398083.523 4995861.91);AGENZIE AFFARI;;CORSO GIULIO CESARE 319;No;3673;68;6;611;10155;1398083.523;4995861.91
POINT (1398108.951 4995786.885);AGENZIE AFFARI;GEA 2000;CORSO GIULIO CESARE 334;No;2461;68;6;611;10154;1398108.951;4995786.885
POINT (1397556.969 4991440.684);AGENZIE VIAGGIO;;VIA GIULIA DI BAROLO 21;No;435;11;7;642;10124;1397556.969;4991440.684
POINT (1394944.345 4992036.951);AGENZIE AFFARI;;VIA GIUSEPPE GRASSI 5;No;744;17;3;196;10138;1394944.345;4992036.951
POINT (1394823.481 4992100.105);AGENZIE AFFARI;;VIA GIUSEPPE GRASSI 15;No;742;17;3;194;10138;1394823.481;4992100.105
POINT (1392911.208 4988583.139);TRATTENIMENTI;VECCHIA EUROPA;VIA GORIZIA 144/A;No;2161;55;2;0;10137;1392911.208;4988583.139
POINT (1400315.079 4992672.087);AGENZIE AFFARI;;PIAZZA GIOVANNI DALLE BANDE NERE 9;No;3569;72;7;713;10132;1400315.079;4992672.087
POINT (1397064.971 4990854.063);AGENZIE VIAGGIO;M.G.M. - MEETING AND GENERAL MARKETING;VIA GIOVANNI GIOLITTI 45;No;238;06;1;29;10123;1397064.971;4990854.063
POINT (1392802.167 4991624.697);AGENZIE AFFARI;;VIA FREJUS 131;No;1406;32;3;215;10139;1392802.167;4991624.697
POINT (1393844.819 4993858.425);TRATTENIMENTI;IL GIARDINO;STRADA DELLE GHIACCIAIE 78;No;1311;30;5;415;10143;1393844.819;4993858.425
POINT (1393579.412 4991709.409);AGENZIE AFFARI;EURO FUNERALI;VIA FREJUS 37/C;No;1432;33;3;0;10139;1393579.412;4991709.409
POINT (1393933.022 4993713.136);AGENZIE AFFARI;;STRADA DELLE GHIACCIAIE 50/A;No;1311;30;5;0;10143;1393933.022;4993713.136
POINT (1394625.319 4992773.909);AGENZIE AFFARI;;VIA LUIGI GALVANI 6;No;675;16;4;333;10144;1394625.319;4992773.909
POINT (1396216.431 4990488.376);AGENZIE VIAGGIO;MURILLO TRAVEL REMITTANCE SERVICES SNC;VIA BERNARDINO GALLIARI 11/F;No;327;09;8;0;10125;1396216.431;4990488.376
POINT (1396304.702 4990441.713);TRATTENIMENTI;CRAZY ONE;VIA BERNARDINO GALLIARI 15 bis;No;328;09;8;726;10125;1396304.702;4990441.713
POINT (1393871.895 4987319.523);AGENZIE AFFARI;;CORSO EUSEBIO GIAMBONE 51;No;2924;56;8;790;10134;1393871.895;4987319.523
POINT (1393499.763 4987419.434);AGENZIE AFFARI;;CORSO EUSEBIO GIAMBONE 8/C;No;2960;61;8;0;10135;1393499.763;4987419.434
POINT (1394038.955 4987475.613);AGENZIE VIAGGIO;;PIAZZA TANCREDI GALIMBERTI 14;No;2219;56;8;788;10134;1394038.955;4987475.613
POINT (1394907.486 4986437.576);AGENZIE AFFARI;;VIA GENOVA 178;No;2290;58;8;829;10127;1394907.486;4986437.576
POINT (1396296.735 4991830);TRATTENIMENTI;FEMINA BAR;VIA GIUSEPPE GARIBALDI 11 bis;No;43;01;1;4;10122;1396296.735;4991830
POINT (1395081.069 4986994.42);AGENZIE VIAGGIO;LINGOTTO VIAGGI E VACANZE;VIA GENOVA 110/C;No;2287;58;8;0;10126;1395081.069;4986994.42
POINT (1395729.319 4994090.529);AGENZIE AFFARI;;VIA ERRICO GIACHINO 45;No;1862;44;5;452;10149;1395729.319;4994090.529
POINT (1392424.05 4991963.28);AGENZIE AFFARI;KOMPASS ITALIA;VIA ALESSANDRO FILIPPA 14;No;3419;51;3;282;10139;1392424.05;4991963.28
POINT (1395874.75431763 4992694.02438001);TRATTENIMENTI;HOLLYWOOD;VIA FRANCESCO CIGNA 3/E;No;504;12;7;0;10152;1395874.75431763;4992694.02438001
POINT (1395079.31 4992442.543);AGENZIE AFFARI;;LARGO LUIGI CIBRARIO 13/A;No;3203;16;4;0;10143;1395079.31;4992442.543
POINT (1395865.937 4995065.908);AGENZIE AFFARI;;VIA MICHELE COPPINO 114/A;No;2677;43;5;0;10147;1395865.937;4995065.908
POINT (1394905.941 4992566.983);AGENZIE VIAGGIO;SAILOR VIAGGI;VIA LUIGI CIBRARIO 26/F;No;678;16;4;0;10144;1394905.941;4992566.983
POINT (1394869.305 4990140.086);AGENZIE VIAGGIO;;CORSO GALILEO FERRARIS 90;No;1159;26;1;56;10129;1394869.305;4990140.086
POINT (1395060.794 4992464.531);AGENZIE VIAGGIO;TRIANGOLO D'ORO;VIA LUIGI CIBRARIO 15/A;No;3203;16;4;0;10143;1395060.794;4992464.531
POINT (1397108.636 4991537.498);AGENZIE AFFARI;;VIA GAUDENZIO FERRARI 3;No;211;06;1;25;10124;1397108.636;4991537.498
POINT (1394662.998 4992669.634);AGENZIE VIAGGIO;;VIA LUIGI CIBRARIO 39/F;No;684;16;4;0;10143;1394662.998;4992669.634
POINT (1394127.607 4994433.413);AGENZIE AFFARI;;VIA FORLI' 75/A;No;1985;48;5;0;10149;1394127.607;4994433.413
POINT (1397304.347 4993506.055);AGENZIE AFFARI;;VIA MUZIO CLEMENTI 13;No;1694;38;6;549;10154;1397304.347;4993506.055
POINT (1395477.307 4998276.556);AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;1395477.307;4998276.556
POINT (1395477.307 4998276.556);AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;1395477.307;4998276.556
POINT (1395477.307 4998276.556);AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;1395477.307;4998276.556
POINT (1395477.307 4998276.556);AGENZIE AFFARI;;STRADA DEL FRANCESE 152 int. 8;No;3839;76;6;613;10156;1395477.307;4998276.556
POINT (1395014.711 4992139.404);AGENZIE AFFARI;TORINO SERVIZI IMMOBILIARI E MOBILIARI;VIA BERNARDINO DROVETTI 14;No;732;17;3;195;10138;1395014.711;4992139.404
POINT (1395263.53 4991478.53);AGENZIE VIAGGIO;ROBE DI VIAGGIO;VIA VITALIANO DONATI 15 scala A;No;298;08;1;37;10121;1395263.53;4991478.53
POINT (1395001.771 4989324.037);TRATTENIMENTI;PIX PUB;CORSO DANTE 2;No;1236;28;1;77;10134;1395001.771;4989324.037
POINT (1395133.927 4999256.205);AGENZIE AFFARI;;STRADA DEL FRANCESE 97 int. 36 int. G;No;3708;76;6;613;10156;1395133.927;4999256.205
POINT (1394420.343 4998814.403);AGENZIE VIAGGIO;CSG VIAGGI;STRADA DEL FRANCESE 2;No;2538;76;6;613;10156;1394420.343;4998814.403
POINT (1396855.065 4993783.23);AGENZIE VIAGGIO;;PIAZZA FRANCESCO CRISPI 60;No;1686;38;6;551;10155;1396855.065;4993783.23
POINT (1396855.065 4993783.23);AGENZIE AFFARI;;PIAZZA FRANCESCO CRISPI 60;No;1686;38;6;551;10155;1396855.065;4993783.23
POINT (1397247.466 4990111.209);AGENZIE VIAGGIO;RAGGIUNGERE;CORSO FIUME 10;No;3192;15;8;744;10133;1397247.466;4990111.209
POINT (1398053.98 4993993.116);AGENZIE AFFARI;;VIA DOMENICO CIMAROSA 75;No;2820;37;6;538;10154;1398053.98;4993993.116
POINT (1396910.726 4994689.568);AGENZIE AFFARI;;VIA FRANCESCO CIGNA 209;No;3322;39;6;577;10155;1396910.726;4994689.568
POINT (1397784.60819263 4992198.21994821);AGENZIE AFFARI;;LUNGO DORA FIRENZE 151 scala D;No;1011;23;7;690;10153;1397784.60819263;4992198.21994821
POINT (1396882.678 4993491.257);AGENZIE AFFARI;DOMUS;VIA PINEROLO 8;No;1050;24;7;697;10152;1396882.678;4993491.257
POINT (1391479.149 4985911.834);AGENZIE VIAGGIO;OMNIA REAVEL CONSULTANT;VIA POLA 16;No;3055;90;2;879;10135;1391479.149;4985911.834
POINT (1391479.149 4985911.834);AGENZIE VIAGGIO;NOSYTOUR;VIA POLA 16;No;3055;90;2;879;10135;1391479.149;4985911.834
POINT (1393979.784 4993912.047);AGENZIE AFFARI;;VIA CALABRIA 27;No;1311;30;5;415;10143;1393979.784;4993912.047
POINT (1396852.058 4993504.81);AGENZIE VIAGGIO;VOLEO;VIA PINEROLO 12;No;1050;24;7;697;10152;1396852.058;4993504.81
POINT (1396824.061 4993517.202);AGENZIE VIAGGIO;SETTEMARI;VIA PINEROLO 16;No;1050;24;7;697;10152;1396824.061;4993517.202
