Categoria criminologa,Sottocategoria Criminologica,CIRCOSCRIZ,Localita,Area Verde,Data,Ora
Convivenza Civile,Altro,9,SEBASTOPOLI/(CORSO),,2016-06-27,
Convivenza Civile,Altro,4,MEDICI/GIACOMO (VIA),,2016-06-27,13.28
Convivenza Civile,Altro,8,MURATORI/LODOVICO ANTONIO (VIA),,2016-06-28,13.4
Convivenza Civile,Altro,1,CABOTO/SEBASTIANO (VIA),,2016-06-30,
Convivenza Civile,Altro,8,SALUZZO/(VIA),,2016-06-30,
Convivenza Civile,Comportamenti molesti,3,POLLENZO/(VIA),,2016-01-11,
Convivenza Civile,Comportamenti molesti,6,RONDISSONE/(VIA),,2016-01-20,10.5
Convivenza Civile,Comportamenti molesti,9,VOLI/MELCHIORRE (VIA),,2016-02-19,
Convivenza Civile,Comportamenti molesti,10,SETTE COMUNI/(VIA),,2016-03-03,
Convivenza Civile,Comportamenti molesti,8,NIZZA/(VIA),,2016-03-11,9.58
Convivenza Civile,Comportamenti molesti,5,SCIALOJA/ANTONIO E VITTORIO (VIA),,2016-03-14,
Convivenza Civile,Comportamenti molesti,4,PACCHIOTTI/GIACINTO (VIA),,2016-03-16,
Convivenza Civile,Comportamenti molesti,5,LOMBARDIA/(CORSO),,2016-03-17,
Convivenza Civile,Comportamenti molesti,3,MARSIGLI/LUIGI FERDINANDO (VIA),Area Verde,2016-03-21,
Convivenza Civile,Comportamenti molesti,2,LANUSEI/(VIA),,2016-03-24,
Convivenza Civile,Comportamenti molesti,8,CAGNI/UMBERTO (VIALE),Area Verde,2016-03-26,7.17
Convivenza Civile,Comportamenti molesti,6,MARTORELLI/RENATO (VIA),,2016-03-30,
Convivenza Civile,Comportamenti molesti,5,POTENZA/(CORSO),,2016-04-01,
Convivenza Civile,Comportamenti molesti,1,PRINCIPE AMEDEO/(VIA),,2016-04-11,
Convivenza Civile,Comportamenti molesti,7,BRIANZA/(CORSO),,2016-04-15,
Convivenza Civile,Comportamenti molesti,5,FOLIGNO/(VIA),,2016-04-18,
Convivenza Civile,Comportamenti molesti,4,CASALIS/GOFFREDO (VIA),,2016-04-19,
Convivenza Civile,Comportamenti molesti,7,FORTINO/(STRADA DEL),,2016-04-20,
Convivenza Civile,Comportamenti molesti,1,PORTA PALATINA/(VIA),,2016-05-06,
Convivenza Civile,Comportamenti molesti,8,GRAN MADRE DI DIO/(PIAZZA),,2016-05-07,
Convivenza Civile,Comportamenti molesti,5,POTENZA/(CORSO),,2016-05-09,
Convivenza Civile,Comportamenti molesti,3,ALECSANDRI/VASILE (VIA),Area Verde,2016-05-10,
Convivenza Civile,Comportamenti molesti,7,LA SALLE/S. GIOVANNI BATTISTA (VIA),,2016-05-11,
Convivenza Civile,Comportamenti molesti,1,PO/(VIA),,2016-05-16,
Convivenza Civile,Comportamenti molesti,8,BELFIORE/(VIA),,2016-05-18,
Convivenza Civile,Comportamenti molesti,,,Area Verde,2016-05-20,
Convivenza Civile,Comportamenti molesti,8,BELFIORE/(VIA),,2016-05-25,
Convivenza Civile,Comportamenti molesti,6,GIULIO CESARE/(CORSO),,2016-06-01,
Convivenza Civile,Comportamenti molesti,1,PO/(VIA),,2016-06-07,
Convivenza Civile,Comportamenti molesti,5,GIACHINO/ERRICO (VIA),,2016-06-14,
Convivenza Civile,Comportamenti molesti,5,STRADELLA/(VIA),,2016-06-14,
Convivenza Civile,Comportamenti molesti,6,BRANDIZZO/(VIA),,2016-06-27,
Convivenza Civile,Comportamenti molesti,6,FELETTO/(VIA),,2016-06-27,
Convivenza Civile,Comportamenti molesti,9,GALIMBERTI/TANCREDI (PIAZZA),,2016-06-30,
Convivenza Civile,Disturbi altri animali,3,CENISCHIA/(VIA),,2016-06-07,
Convivenza Civile,Disturbi Cani,2,BALTIMORA/(VIA),,2016-01-01,18.04
Convivenza Civile,Disturbi Cani,3,CHANOUX/PIETRO ABATE (VIA),,2016-01-02,
Convivenza Civile,Disturbi Cani,,,,2016-01-05,
Convivenza Civile,Disturbi Cani,4,ASINARI DI BERNEZZO/VITTORIO (VIA),,2016-01-05,
Convivenza Civile,Disturbi Cani,5,BELGIRATE/(VIA),,2016-01-09,
Convivenza Civile,Disturbi Cani,4,PIEDICAVALLO/(VIA),,2016-01-12,
Convivenza Civile,Disturbi Cani,9,TRAIANO/(CORSO),,2016-01-13,
Convivenza Civile,Disturbi Cani,1,JUVARRA/FILIPPO(VIA),,2016-01-17,
Convivenza Civile,Disturbi Cani,7,COMO/(VIA),,2016-01-18,
Convivenza Civile,Disturbi Cani,4,PEYRON/AMEDEO (PIAZZA),Area Verde,2016-01-18,7.33
Convivenza Civile,Disturbi Cani,7,ANTONELLI/ALESSANDRO (LUNGO PO),,2016-01-20,9.24
Convivenza Civile,Disturbi Cani,1,REGINA MARGHERITA/(CORSO),Area Verde,2016-01-21,9.2
Convivenza Civile,Disturbi Cani,3,CRISTALLIERA/(VIA),,2016-01-25,
Convivenza Civile,Disturbi Cani,4,TELESIO/BERNARDINO (CORSO),,2016-01-26,
Convivenza Civile,Disturbi Cani,4,ORNAVASSO/(VIA),,2016-02-08,
Convivenza Civile,Disturbi Cani,6,ULIVI/(VIA DEGLI),,2016-02-08,
Convivenza Civile,Disturbi Cani,2,CASTELGOMBERTO/(VIA),,2016-02-15,
Convivenza Civile,Disturbi Cani,6,SEMPIONE/(LARGO),,2016-02-17,
Convivenza Civile,Disturbi Cani,6,BERTOLLA/(STRADA),,2016-02-23,
Convivenza Civile,Disturbi Cani,1,VALDOCCO/(CORSO),,2016-02-24,
Convivenza Civile,Disturbi Cani,1,ARBARELLO/VINCENZO (PIAZZA),,2016-03-04,
Convivenza Civile,Disturbi Cani,4,S. DONATO/(VIA),,2016-03-07,
Convivenza Civile,Disturbi Cani,7,FENESTRELLE/(STRADA DI),,2016-03-08,
Convivenza Civile,Disturbi Cani,5,FOGLIZZO/(VIA),,2016-03-11,
Convivenza Civile,Disturbi Cani,1,VITTORIO EMANUELE II/(CORSO),,2016-03-15,
Convivenza Civile,Disturbi Cani,6,SETTIMO/(STRADA DI),,2016-03-21,
Convivenza Civile,Disturbi Cani,5,ARNO'/RICCARDO (VIA),,2016-03-22,
Convivenza Civile,Disturbi Cani,7,COLLETTA/PIETRO (LUNGO DORA),Area Verde,2016-03-24,
Convivenza Civile,Disturbi Cani,4,CARRERA/VALENTINO (VIA),,2016-03-31,16.18
Convivenza Civile,Disturbi Cani,1,PO/(VIA),,2016-04-03,
Convivenza Civile,Disturbi Cani,1,MAZZINI/GIUSEPPE (VIA),,2016-04-04,
Convivenza Civile,Disturbi Cani,7,CARDINALE ALIMONDA/GAETANO (VIA),Area Verde,2016-04-04,
Convivenza Civile,Disturbi Cani,3,PESCHIERA/(CORSO),Area Verde,2016-04-06,
Convivenza Civile,Disturbi Cani,5,TICINO/(VIA),,2016-04-08,
Convivenza Civile,Disturbi Cani,3,ROSSELLI/CARLO E NELLO (CORSO),,2016-04-08,11.22
Convivenza Civile,Disturbi Cani,2,BOSTON/(VIA),,2016-04-10,
Convivenza Civile,Disturbi Cani,5,NOASCA/(VIA),,2016-04-12,
Convivenza Civile,Disturbi Cani,4,TELESIO/BERNARDINO (CORSO),,2016-04-13,
Convivenza Civile,Disturbi Cani,6,BERTOLLA/(STRADA),,2016-04-13,
Convivenza Civile,Disturbi Cani,3,MURIALDO/DON LEONARDO (VIA),,2016-04-14,
Convivenza Civile,Disturbi Cani,3,BRUNELLESCHI/FILIPPO (CORSO),,2016-04-18,
Convivenza Civile,Disturbi Cani,4,BORGOSESIA/(VIA),,2016-04-22,
Convivenza Civile,Disturbi Cani,5,CESALPINO/ANDREA (VIA),,2016-04-22,
Convivenza Civile,Disturbi Cani,6,PACINI/GIOVANNI (VIA),,2016-04-22,
Convivenza Civile,Disturbi Cani,7,DAMIANO/LUIGI (VIA),,2016-04-26,
Convivenza Civile,Disturbi Cani,3,MONTE CIMONE/(VIA),,2016-04-27,
Convivenza Civile,Disturbi Cani,6,VERCELLI/(CORSO),,2016-04-29,
Convivenza Civile,Disturbi Cani,9,ERASMO DA ROTTERDAM/(VIA),,2016-05-05,
Convivenza Civile,Disturbi Cani,3,RACCONIGI/(CORSO),,2016-05-13,
Convivenza Civile,Disturbi Cani,8,PICCO/ALBERTO (CORSO),,2016-05-18,
Convivenza Civile,Disturbi Cani,6,ULIVI/(VIA DEGLI),,2016-06-01,
Convivenza Civile,Disturbi Cani,1,GOVONE/GIUSEPPE (CORSO),,2016-06-03,
Convivenza Civile,Disturbi Cani,6,BRANDIZZO/(VIA),,2016-06-03,
Convivenza Civile,Disturbi Cani,7,BORGO DORA/(VIA),,2016-06-07,
Convivenza Civile,Disturbi Cani,5,NOLE/(VIA),Area Verde,2016-06-10,11.14
Convivenza Civile,Disturbi Cani,8,MURATORI/LODOVICO ANTONIO (VIA),,2016-06-10,12.04
Convivenza Civile,Disturbi Cani,2,CIMABUE/(VIA),,2016-06-15,13.13
Convivenza Civile,Disturbi da locali,3,FRANCIA/(CORSO),,2016-01-02,
Convivenza Civile,Disturbi da locali,4,BALME/(VIA),,2016-01-03,
Convivenza Civile,Disturbi da locali,3,RACCONIGI/(CORSO),,2016-01-04,
Convivenza Civile,Disturbi da locali,8,PELLICO/SILVIO (VIA),,2016-01-13,
Convivenza Civile,Disturbi da locali,7,BRESCIA/(CORSO),,2016-01-16,10.28
Convivenza Civile,Disturbi da locali,3,BEAULARD/(VIA),,2016-01-17,
Convivenza Civile,Disturbi da locali,6,CLEMENTI/MUZIO (VIA),,2016-01-19,11.17
Convivenza Civile,Disturbi da locali,1,CORTE D'APPELLO/(VIA),,2016-01-20,
Convivenza Civile,Disturbi da locali,1,CORTE D'APPELLO/(VIA),,2016-01-20,
Convivenza Civile,Disturbi da locali,3,LIONE/(CORSO),,2016-01-22,10.24
Convivenza Civile,Disturbi da locali,7,PALLAVICINO/GIORGIO (VIA),,2016-01-26,
Convivenza Civile,Disturbi da locali,1,BONAFOUS/ALFONSO (VIA),,2016-02-01,
Convivenza Civile,Disturbi da locali,1,GARIBALDI/GIUSEPPE (VIA),,2016-02-02,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-02-04,
Convivenza Civile,Disturbi da locali,6,PALERMO/(CORSO),,2016-02-04,14.1
Convivenza Civile,Disturbi da locali,4,DRONERO/(VIA),,2016-02-05,
Convivenza Civile,Disturbi da locali,3,VILLARBASSE/(VIA),,2016-02-08,
Convivenza Civile,Disturbi da locali,8,SALUZZO/(VIA),,2016-02-10,
Convivenza Civile,Disturbi da locali,7,S. MAURIZIO/(CORSO),,2016-02-12,
Convivenza Civile,Disturbi da locali,8,NIZZA/(VIA),,2016-02-13,
Convivenza Civile,Disturbi da locali,7,ARTISTI/(VIA),,2016-02-15,
Convivenza Civile,Disturbi da locali,4,S. DONATO/(VIA),,2016-02-17,
Convivenza Civile,Disturbi da locali,8,D'AZEGLIO/MASSIMO (CORSO),,2016-02-17,
Convivenza Civile,Disturbi da locali,8,S. ANSELMO/(VIA),,2016-02-17,
Convivenza Civile,Disturbi da locali,3,MONTE CRISTALLO/(VIA),,2016-02-18,
Convivenza Civile,Disturbi da locali,4,TENIVELLI/CARLO (VIA),,2016-02-19,10.32
Convivenza Civile,Disturbi da locali,1,POMBA/GIUSEPPE (VIA),,2016-02-24,
Convivenza Civile,Disturbi da locali,1,RE UMBERTO/(LARGO),,2016-02-24,14.3
Convivenza Civile,Disturbi da locali,2,VEGLIA/(VIA),,2016-02-25,
Convivenza Civile,Disturbi da locali,4,TELESIO/BERNARDINO (CORSO),,2016-02-25,
Convivenza Civile,Disturbi da locali,1,VERDI/GIUSEPPE (VIA),,2016-03-02,
Convivenza Civile,Disturbi da locali,7,CASTELNUOVO/(VIA),,2016-03-02,13.09
Convivenza Civile,Disturbi da locali,9,CROCE/BENEDETTO (CORSO),,2016-03-03,
Convivenza Civile,Disturbi da locali,6,S. MAURO/(STRADA),,2016-03-21,
Convivenza Civile,Disturbi da locali,3,FRANCIA/(CORSO),,2016-03-25,
Convivenza Civile,Disturbi da locali,6,BARBANIA/(VIA),,2016-03-25,
Convivenza Civile,Disturbi da locali,1,MISERICORDIA/(VIA),,2016-03-31,
Convivenza Civile,Disturbi da locali,4,VALGIOIE/(VIA),,2016-04-01,10.23
Convivenza Civile,Disturbi da locali,8,GALLIARI/BERNARDINO (VIA),,2016-04-02,
Convivenza Civile,Disturbi da locali,1,PALESTRO/(CORSO),,2016-04-04,
Convivenza Civile,Disturbi da locali,2,AGNELLI/GIOVANNI (CORSO),,2016-04-04,8.17
Convivenza Civile,Disturbi da locali,5,ROCCAVIONE CONTE DI/(VIA),,2016-04-06,
Convivenza Civile,Disturbi da locali,3,BARGE/(VIA),,2016-04-11,
Convivenza Civile,Disturbi da locali,3,FRANCIA/(CORSO),,2016-04-11,
Convivenza Civile,Disturbi da locali,1,S. MASSIMO/(VIA),,2016-04-12,
Convivenza Civile,Disturbi da locali,1,S. DOMENICO/(VIA),,2016-04-15,
Convivenza Civile,Disturbi da locali,1,RE UMBERTO/(CORSO),,2016-04-18,
Convivenza Civile,Disturbi da locali,3,MEDITERRANEO/(CORSO),,2016-04-18,
Convivenza Civile,Disturbi da locali,7,GIULIO CESARE/(CORSO),,2016-04-18,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-04-18,
Convivenza Civile,Disturbi da locali,1,BELLEZIA/GIAN FRANCESCO (VIA),,2016-04-22,
Convivenza Civile,Disturbi da locali,1,ROERO DI CORTANZE/ERCOLE TOMMASO (VIA),,2016-04-23,
Convivenza Civile,Disturbi da locali,3,PEROSA/(VIA),,2016-04-27,
Convivenza Civile,Disturbi da locali,6,PAGANINI/NICOLO' (VIA),,2016-04-27,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-05-02,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-05-02,
Convivenza Civile,Disturbi da locali,8,VIRGILIO/(VIALE),,2016-05-03,
Convivenza Civile,Disturbi da locali,7,S. MAURIZIO/(CORSO),,2016-05-07,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-05-08,
Convivenza Civile,Disturbi da locali,1,MERCANTI/(VIA),,2016-05-13,
Convivenza Civile,Disturbi da locali,8,CEPPI/CARLO (VIALE),,2016-05-17,
Convivenza Civile,Disturbi da locali,7,GUASTALLA/(VIA),,2016-05-18,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2016-05-22,
Convivenza Civile,Disturbi da locali,2,SEBASTOPOLI/(CORSO),,2016-05-23,
Convivenza Civile,Disturbi da locali,7,PRINCIPE ODDONE/(CORSO),,2016-05-24,12.21
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-05-26,
Convivenza Civile,Disturbi da locali,9,DANEO/EDOARDO (VIA),,2016-05-27,
Convivenza Civile,Disturbi da locali,8,CAGNI/UMBERTO (VIALE),,2016-05-28,
Convivenza Civile,Disturbi da locali,8,VIRGILIO/(VIALE),,2016-05-28,
Convivenza Civile,Disturbi da locali,3,MONGINEVRO/(VIA),,2016-05-30,
Convivenza Civile,Disturbi da locali,1,BONELLI/FRANCO (VIA),,2016-06-01,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2016-06-01,
Convivenza Civile,Disturbi da locali,4,S. DONATO/(VIA),,2016-06-03,
Convivenza Civile,Disturbi da locali,1,PO/(VIA),,2016-06-06,
Convivenza Civile,Disturbi da locali,7,ANDREIS/VITTORIO (VIA),,2016-06-06,
Convivenza Civile,Disturbi da locali,1,PESCATORE/MATTEO (VIA),,2016-06-07,
Convivenza Civile,Disturbi da locali,4,CAPELLI/CARLO (VIA),,2016-06-07,
Convivenza Civile,Disturbi da locali,7,VERCELLI/(CORSO),,2016-06-09,
Convivenza Civile,Disturbi da locali,10,ARTOM/EMANUELE (VIA),,2016-06-09,
Convivenza Civile,Disturbi da locali,2,SEBASTOPOLI/(CORSO),,2016-06-13,
Convivenza Civile,Disturbi da locali,4,PACCHIOTTI/GIACINTO (VIA),,2016-06-13,
Convivenza Civile,Disturbi da locali,5,SEGANTINI/GIOVANNI (VIA),,2016-06-13,
Convivenza Civile,Disturbi da locali,8,VIRGILIO/(VIALE),,2016-06-13,
Convivenza Civile,Disturbi da locali,7,BALBO/CESARE (VIA),,2016-06-14,
Convivenza Civile,Disturbi da locali,10,MONASTIR/(VIA),,2016-06-15,
Convivenza Civile,Disturbi da locali,1,DES AMBROIS/LUIGI (VIA),,2016-06-17,
Convivenza Civile,Disturbi da locali,3,S. PAOLO/(VIA),,2016-06-17,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2016-06-17,
Convivenza Civile,Disturbi da locali,8,PRINCIPE TOMMASO/(VIA),,2016-06-17,
Convivenza Civile,Disturbi da locali,3,FRANCIA/(CORSO),,2016-06-19,
Convivenza Civile,Disturbi da locali,8,BELFIORE/(VIA),,2016-06-21,
Convivenza Civile,Disturbi da locali,8,LOMBROSO/CESARE (VIA),,2016-06-23,
Convivenza Civile,Disturbi da locali,7,VERCELLI/(CORSO),,2016-06-23,11.21
Convivenza Civile,Disturbi da locali,4,CHIRONI/GIAMPIETRO (PIAZZA),,2016-06-24,
Convivenza Civile,Disturbi da locali,8,MONCALIERI/(CORSO),,2016-06-24,
Convivenza Civile,Disturbi da locali,1,S. TERESA/(VIA),,2016-06-30,
Convivenza Civile,Disturbi da locali,2,BASILICATA/(PIAZZA),,2016-06-30,
Convivenza Civile,Disturbi da locali,7,MODENA/(VIA),,2016-06-30,
Convivenza Civile,Rumori molesti,3,MARTINI MAURI/ENRICO (VIA),,2016-01-04,
Convivenza Civile,Rumori molesti,5,MORTARA/(CORSO),,2016-01-04,
Convivenza Civile,Rumori molesti,7,COLLETTA/PIETRO (LUNGO DORA),,2016-01-10,
Convivenza Civile,Rumori molesti,9,NIZZA/(VIA),,2016-01-15,
Convivenza Civile,Rumori molesti,7,CIGNA/FRANCESCO (LARGO),,2016-01-16,
Convivenza Civile,Rumori molesti,3,BRUNELLESCHI/FILIPPO (CORSO),,2016-01-18,9.43
Convivenza Civile,Rumori molesti,2,S. MARINO/(VIA),,2016-01-26,
Convivenza Civile,Rumori molesti,1,ROMA/(VIA),,2016-01-28,
Convivenza Civile,Rumori molesti,1,MERCANTI/(VIA),,2016-01-29,
Convivenza Civile,Rumori molesti,7,S. GIULIA/(VIA),,2016-02-03,
Convivenza Civile,Rumori molesti,10,RICCIO/CAMILLO (VIA),,2016-02-04,
Convivenza Civile,Rumori molesti,9,CROCE/BENEDETTO (CORSO),,2016-02-09,
Convivenza Civile,Rumori molesti,2,BIANCO/DANTE LIVIO (PIAZZA),,2016-02-15,
Convivenza Civile,Rumori molesti,5,REFRANCORE/(VIA),,2016-02-17,
Convivenza Civile,Rumori molesti,1,S. GIOVANNI/(PIAZZA),,2016-02-18,
Convivenza Civile,Rumori molesti,1,MAZZINI/GIUSEPPE (VIA),,2016-02-22,
Convivenza Civile,Rumori molesti,1,MAZZINI/GIUSEPPE (VIA),,2016-02-22,
Convivenza Civile,Rumori molesti,1,CAVOUR (VIA),,2016-02-23,
Convivenza Civile,Rumori molesti,1,PIAZZI/GIUSEPPE (VIA),,2016-02-23,
Convivenza Civile,Rumori molesti,7,TORTONA/(CORSO),,2016-02-23,
Convivenza Civile,Rumori molesti,8,MARCONI/GUGLIELMO (CORSO),,2016-02-24,
Convivenza Civile,Rumori molesti,1,VENTI SETTEMBRE/(VIA),,2016-02-27,
Convivenza Civile,Rumori molesti,4,PACCHIOTTI/GIACINTO (VIA),,2016-02-29,
Convivenza Civile,Rumori molesti,1,MISERICORDIA/(VIA),,2016-03-01,
Convivenza Civile,Rumori molesti,5,LOMBARDIA/(CORSO),,2016-03-10,
Convivenza Civile,Rumori molesti,8,PETITTI/ILARIONE (VIA),,2016-03-10,
Convivenza Civile,Rumori molesti,7,BELGIO/(CORSO),,2016-03-18,
Convivenza Civile,Rumori molesti,7,OSLAVIA/(VIA),,2016-03-21,
Convivenza Civile,Rumori molesti,1,S. CROCE/(VIA),,2016-03-23,
Convivenza Civile,Rumori molesti,1,POMBA/GIUSEPPE (VIA),,2016-03-24,
Convivenza Civile,Rumori molesti,4,RE GIANFRANCESCO (VIA),,2016-03-31,
Convivenza Civile,Rumori molesti,1,TASSO/TORQUATO (VIA),,2016-03-31,14.52
Convivenza Civile,Rumori molesti,3,FATTORI/GIOVANNI (VIA),,2016-04-06,
Convivenza Civile,Rumori molesti,7,BAVA/EUSEBIO (VIA),,2016-04-06,
Convivenza Civile,Rumori molesti,,,Area Verde,2016-04-07,
Convivenza Civile,Rumori molesti,1,S. GIOVANNI/(PIAZZA),,2016-04-07,
Convivenza Civile,Rumori molesti,4,CARRERA/VALENTINO (VIA),,2016-04-07,
Convivenza Civile,Rumori molesti,1,LAGRANGE/GIUSEPPE LUIGI (VIA),,2016-04-11,
Convivenza Civile,Rumori molesti,,,Area Verde,2016-04-13,
Convivenza Civile,Rumori molesti,2,FERRARIS/GALILEO (CORSO),,2016-04-13,
Convivenza Civile,Rumori molesti,2,TINTORETTO/(VIA),,2016-04-15,
Convivenza Civile,Rumori molesti,8,GOITO/(VIA),,2016-04-15,
Convivenza Civile,Rumori molesti,7,CADORE/(CORSO),,2016-04-15,9.21
Convivenza Civile,Rumori molesti,1,RE UMBERTO/(CORSO),,2016-04-21,
Convivenza Civile,Rumori molesti,3,VASSALLI-EANDI/ABATE ANTONIO (VIA),,2016-04-21,
Convivenza Civile,Rumori molesti,7,VIGEVANO/(CORSO),,2016-04-22,
Convivenza Civile,Rumori molesti,8,GALLIARI/BERNARDINO (VIA),,2016-04-22,
Convivenza Civile,Rumori molesti,1,ROERO DI CORTANZE/ERCOLE TOMMASO (VIA),,2016-04-23,
Convivenza Civile,Rumori molesti,7,OROPA/(VIA),,2016-04-29,
Convivenza Civile,Rumori molesti,7,TABACCHI/ODOARDO (VIA),,2016-05-02,
Convivenza Civile,Rumori molesti,1,MERCANTI/(VIA),,2016-05-09,
Convivenza Civile,Rumori molesti,5,GANDINO/GIOVANNI BATTISTA (VIA),,2016-05-09,
Convivenza Civile,Rumori molesti,1,BARBAROUX/GIUSEPPE (VIA),,2016-05-10,
Convivenza Civile,Rumori molesti,1,PORTA PALATINA/(VIA),,2016-05-12,
Convivenza Civile,Rumori molesti,3,CHAMBERY/(VIA),,2016-05-13,
Convivenza Civile,Rumori molesti,8,CELLINI/BENVENUTO (VIA),,2016-05-13,
Convivenza Civile,Rumori molesti,2,TRIPOLI/(VIA),,2016-05-16,
Convivenza Civile,Rumori molesti,3,LIONE/(CORSO),,2016-05-18,
Convivenza Civile,Rumori molesti,4,PINELLI/PIERDIONIGI (VIA),,2016-05-18,
Convivenza Civile,Rumori molesti,6,GHIRLANDAIO/(PIAZZA),,2016-05-27,
Convivenza Civile,Rumori molesti,1,QUATTRO MARZO/(LARGO),,2016-06-05,
Convivenza Civile,Rumori molesti,5,SANSOVINO/ANDREA (VIA),,2016-06-09,
Convivenza Civile,Rumori molesti,8,BELFIORE/(VIA),,2016-06-10,12.25
Convivenza Civile,Rumori molesti,1,STATUTO/(PIAZZA),,2016-06-13,
Convivenza Civile,Rumori molesti,5,BOCCARDO/GIOVANNI MICHELE (VIA),,2016-06-13,
Convivenza Civile,Rumori molesti,6,VALDENGO/(VIA),,2016-06-15,
Convivenza Civile,Rumori molesti,10,PALMA DI CESNOLA/LUIGI (VIA),,2016-06-15,
Convivenza Civile,Rumori molesti,4,BAVENO/(VIA),,2016-06-16,
Convivenza Civile,Rumori molesti,4,BORGOMANERO/(VIA),,2016-06-17,
Convivenza Civile,Rumori molesti,1,S. DOMENICO/(VIA),,2016-06-21,
Convivenza Civile,Rumori molesti,2,SIRACUSA/(CORSO),,2016-06-22,
Convivenza Civile,Rumori molesti,3,MILLIO/FRANCESCO (VIA),,2016-06-23,
Convivenza Civile,Rumori molesti,3,PESCHIERA/(CORSO),,2016-06-25,
Convivenza Civile,Rumori molesti,6,BOTTICELLI/SANDRO (VIA),,2016-06-30,
Convivenza Civile,Uso improprio parti comuni,4,SVIZZERA/(CORSO),,2016-02-15,
Convivenza Civile,Uso improprio parti comuni,5,SLATAPER/SCIPIO (VIA),,2016-04-26,
Convivenza Civile,Uso improprio parti comuni,6,BOLOGNA/(VIA),,2016-04-27,
Convivenza Civile,Uso improprio parti comuni,5,COLAJANNI/POMPEO (VIA),,2016-04-28,
Convivenza Civile,Uso improprio parti comuni,6,MONTANARO/(VIA),,2016-04-28,
Convivenza Civile,Uso improprio parti comuni,4,PINELLI/PIERDIONIGI (VIA),,2016-05-02,
Convivenza Civile,Uso improprio parti comuni,9,GALLUPPI/PASQUALE (VIA),,2016-06-08,
Qualità Urbana,Altro,,,,2016-01-02,
Qualità Urbana,Altro,6,RESPIGHI/OTTORINO (PIAZZA),,2016-01-02,
Qualità Urbana,Altro,4,EXILLES/(VIA),,2016-01-05,
Qualità Urbana,Altro,10,CASTELLO DI MIRAFIORI/(STRADA),,2016-01-09,
Qualità Urbana,Altro,5,ALTESSANO/(STRADA DI),,2016-01-11,
Qualità Urbana,Altro,3,MARMOLADA/(PIAZZA),Area Verde,2016-01-12,
Qualità Urbana,Altro,4,MATTEUCCI/CARLO (VIA),,2016-01-12,
Qualità Urbana,Altro,6,VALPRATO/(VIA),,2016-01-12,
Qualità Urbana,Altro,3,LIONE/(CORSO),,2016-01-12,11.29
Qualità Urbana,Altro,1,S. AGOSTINO/(VIA),,2016-01-13,
Qualità Urbana,Altro,4,S. ROCCHETTO/(VIA),,2016-01-13,
Qualità Urbana,Altro,3,S. ANTONINO/(VIA),,2016-01-15,
Qualità Urbana,Altro,2,LANUSEI/(VIA),,2016-01-15,9.03
Qualità Urbana,Altro,3,VANDALINO/(VIA),,2016-01-16,
Qualità Urbana,Altro,4,FRANCIA/(CORSO),,2016-01-16,
Qualità Urbana,Altro,1,VITTORIO EMANUELE II/(CORSO),,2016-01-18,
Qualità Urbana,Altro,9,SEBASTOPOLI/(CORSO),,2016-01-18,10.23
Qualità Urbana,Altro,7,VERCELLI/(CORSO),,2016-01-19,
Qualità Urbana,Altro,1,BELLINI/VINCENZO (VIA),,2016-01-19,9.47
Qualità Urbana,Altro,8,GRAF/ARTURO (PIAZZA),,2016-01-20,9.23
Qualità Urbana,Altro,7,REPUBBLICA/(PIAZZA DELLA),,2016-01-21,9.44
Qualità Urbana,Altro,8,VAL SALICE/(STRADA),,2016-01-21,11.54
Qualità Urbana,Altro,,,,2016-01-22,
Qualità Urbana,Altro,1,PRINCIPE EUGENIO/(CORSO),,2016-01-22,11.09
Qualità Urbana,Altro,6,CEBROSA/(STRADA DELLA),,2016-01-23,10.33
Qualità Urbana,Altro,7,BRESCIA/(CORSO),,2016-01-25,
Qualità Urbana,Altro,6,IVREA/(VIA),,2016-01-25,11.25
Qualità Urbana,Altro,3,BEAUMONT/CLAUDIO (VIA),,2016-01-26,
Qualità Urbana,Altro,3,CERVIGNASCO/(VIA),,2016-01-26,
Qualità Urbana,Altro,7,AGUDIO/TOMMASO (VIA),Area Verde,2016-01-26,13.46
Qualità Urbana,Altro,3,DELLEANI/LORENZO (VIA),,2016-01-27,
Qualità Urbana,Altro,3,S. ANTONINO/(VIA),,2016-01-28,
Qualità Urbana,Altro,4,VAGNONE/(VIA),,2016-01-28,
Qualità Urbana,Altro,2,POMARO/(VIA),,2016-01-28,9.09
Qualità Urbana,Altro,1,PRINCIPE AMEDEO/(VIA),,2016-01-29,
Qualità Urbana,Altro,5,BREGLIO/(VIA),,2016-01-31,
Qualità Urbana,Altro,3,PESCHIERA/(CORSO),,2016-02-01,
