DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;QUARTIERE;geometry;LATITUDE;LONGITUDE
AGENZIE AFFARI;;VIA DRUENTO 30/A;No;2434;66;5;0;10148;;POINT (7.656897060844842 45.11313511543674);45.11313511543674;7.656897060844842
AGENZIE AFFARI;;PIAZZA DERNA 215;No;2830;41;6;598;10155;;POINT (7.698906248449425 45.10144033314861);45.10144033314861;7.698906248449425
AGENZIE AFFARI;;STRADA DEL DROSSO 205;No;2648;91;2;901;10135;;POINT (7.605018311759917 45.0177519341683);45.017751934168295;7.605018311759917
AGENZIE AFFARI;;CORSO BENEDETTO CROCE 5 scala A;No;2370;61;8;848;10135;;POINT (7.646712518983353 45.02232308408502);45.022323084085016;7.646712518983353
AGENZIE AFFARI;;CORSO COSENZA 16/E;No;2915;55;2;0;10134;;POINT (7.645180021638892 45.03388869582324);45.03388869582324;7.645180021638892
TRATTENIMENTI;SPAZIO211;VIA FRANCESCO CIGNA 211;No;3322;39;6;577;10155;;POINT (7.689681083819268 45.09820846479575);45.098208464795746;7.689681083819268
AGENZIE VIAGGIO;LAST MINUTE TOUR;VIA CHIESA DELLA SALUTE 39;No;1789;42;5;422;10147;;POINT (7.679524004277273 45.09684711949354);45.09684711949354;7.6795240042772726
AGENZIE AFFARI;;VIA FRANCESCO CIGNA 5/A;No;504;12;7;0;10152;;POINT (7.676807631334733 45.08000594078154);45.08000594078154;7.676807631334733
AGENZIE AFFARI;GIUBILEO SRL;VIA LUIGI CIBRARIO 62/C;No;672;16;4;0;10144;;POINT (7.657913332483368 45.08086814644741);45.08086814644741;7.657913332483368
AGENZIE AFFARI;POINT GARELLI;VIA LUIGI CIBRARIO 50;No;674;16;4;333;10144;;POINT (7.659730706844063 45.08023263956732);45.08023263956732;7.659730706844063
AGENZIE VIAGGIO;CISALPINA TOURS;VIA S. GIUSEPPE BENEDETTO COTTOLENGO 6;No;508;12;7;651;10152;;POINT (7.682400299195375 45.07811501336766);45.078115013367665;7.682400299195375
AGENZIE AFFARI;;VIA FRANCESCO CIRIO 9;No;466;12;7;661;10152;;POINT (7.680931183371974 45.08289236074078);45.08289236074078;7.680931183371974
AGENZIE AFFARI;;VIA LUIGI CIBRARIO 13;No;3203;16;4;335;10143;;POINT (7.666554344524769 45.07763264441555);45.07763264441555;7.666554344524769
AGENZIE AFFARI;;VIA COSSILA 14/G;No;971;22;7;0;10153;;POINT (7.709062994349382 45.07343436653653);45.07343436653653;7.709062994349382
AGENZIE AFFARI;;CORSO CIRIE' 24;No;475;12;7;659;10152;;POINT (7.677083481946062 45.08322403436147);45.08322403436147;7.677083481946062
AGENZIE AFFARI;CHI CERCA...TROVA SNC;VIA CIAMARELLA 35/E;No;1858;44;5;0;10149;;POINT (7.671693896111489 45.09316595134879);45.093165951348794;7.671693896111489
TRATTENIMENTI;BAR MODERNO;VIA MICHELE COPPINO 73;No;1837;43;5;443;10147;;POINT (7.679981364583827 45.10079386980198);45.100793869801976;7.679981364583827
AGENZIE AFFARI;;VIA DELLA CONSOLATA 8;No;21;01;1;7;10122;;POINT (7.677752670854208 45.07539585530194);45.07539585530194;7.677752670854208
TRATTENIMENTI;CAFFÉ SAVOIA;VIA DELLA CONSOLATA 12/H;No;11;01;1;0;10122;;POINT (7.678500784724534 45.0764743628183);45.076474362818296;7.678500784724534
AGENZIE AFFARI;;VIA CHIVASSO 9;No;1081;24;7;701;10152;;POINT (7.689367057468389 45.0837778512941);45.0837778512941;7.689367057468389
AGENZIE AFFARI;LA LUCE DIVINA;VIA PIETRO COSSA 70/B;No;2027;50;4;0;10146;;POINT (7.623009628228494 45.0800830597171);45.080083059717104;7.623009628228494
AGENZIE AFFARI;;VIA CHIESA DELLA SALUTE 81/C;No;1837;43;5;0;10147;;POINT (7.680667116689703 45.10011430866698);45.10011430866698;7.680667116689703
AGENZIE VIAGGIO;MONDO 1492;VIA CRISTOFORO COLOMBO 50/F;No;1153;26;1;0;10129;;POINT (7.657499483991559 45.05922955524662);45.059229555246624;7.657499483991559
AGENZIE AFFARI;;VIA GIAN DOMENICO CASSINI 89 bis;No;1197;26;1;66;10129;;POINT (7.659574983792105 45.0515218604574);45.0515218604574;7.659574983792105
AGENZIE AFFARI;;VIA VALENTINO CARRERA 179 int. 20;No;2415;64;4;412;10146;;POINT (7.618201584228461 45.07982927037299);45.07982927037299;7.618201584228461
AGENZIE AFFARI;;VIA CERNAIA 32 scala A;No;207;05;1;24;10122;;POINT (7.671335355456403 45.07279235234706);45.07279235234706;7.671335355456403
AGENZIE VIAGGIO;CTC CULTURA, TURISMO E CONCERTI;VIA CERNAIA 14;No;58;01;1;6;10122;;POINT (7.675749490475408 45.07112570521836);45.071125705218364;7.675749490475408
TRATTENIMENTI;ROLL PLAY CAFÉ;PIAZZA CASTELLO 117;No;78;03;1;9;10121;;POINT (7.684162322279593 45.07057602786936);45.070576027869365;7.684162322279593
AGENZIE AFFARI;;CORSO CASALE 409/D;No;2501;72;7;0;10132;;POINT (7.735792544801236 45.08751741417642);45.087517414176425;7.735792544801236
AGENZIE AFFARI;;CORSO CASALE 314;No;2514;72;7;713;10132;;POINT (7.731993903713577 45.07929022992903);45.07929022992903;7.731993903713577
AGENZIE AFFARI;;VIA ANTONIO CECCHI 62;No;1076;24;7;694;10152;;POINT (7.679668705554506 45.08865231908865);45.088652319088645;7.679668705554506
AGENZIE VIAGGIO;NUOVO  DECIMO PARALLELO;VIA CASTAGNEVIZZA 8/B;No;2135;53;2;0;10136;;POINT (7.646735385124222 45.04499308202374);45.04499308202374;7.646735385124222
TRATTENIMENTI;CEBROSA;STRADA DELLA CEBROSA 86;No;2548;78;6;0;10156;;POINT (7.732819042446168 45.11879160219644);45.11879160219644;7.7328190424461685
AGENZIE VIAGGIO;LM TOUR;CORSO CASALE 132 bis;No;576;14;7;664;10132;;POINT (7.716450775339725 45.06847963791225);45.06847963791225;7.716450775339725
AGENZIE VIAGGIO;LUMIERE VIAGGI;VIA CAVOUR 11/D;No;125;04;1;0;10123;;POINT (7.683234057419503 45.06524591545173);45.065245915451726;7.6832340574195035
AGENZIE AFFARI;GALLERIA AVERSA;VIA CAVOUR 13;No;125;04;1;15;10123;;POINT (7.683579203291555 45.06511957007301);45.06511957007301;7.683579203291555
AGENZIE AFFARI;;VIA BUENOS AIRES 49;No;2179;55;2;126;10137;;POINT (7.643001802053577 45.03652884854814);45.03652884854814;7.643001802053577
AGENZIE VIAGGIO;KEL 12;CORSO CAIROLI 8;No;242;07;1;30;10123;;POINT (7.693152155543378 45.06192697741822);45.061926977418224;7.693152155543378
AGENZIE VIAGGIO;BANNA VIAGGI;VIA BRUNO GIORDANO 81;No;2192;56;8;806;10134;;POINT (7.66159686332312 45.04060048011583);45.04060048011583;7.66159686332312
AGENZIE AFFARI;;CORSO CAIO PLINIO 20/A;No;2359;61;8;0;10127;;POINT (7.65556787490026 45.02492136448845);45.02492136448845;7.65556787490026
AGENZIE AFFARI;OPERA SRL;VIA RAFFAELE CADORNA 24;No;3435;53;2;92;10136;;POINT (7.64751617612404 45.04464121450312);45.04464121450312;7.64751617612404
AGENZIE AFFARI;;VIA CARAGLIO 32;No;1528;34;3;254;10141;;POINT (7.642022828845991 45.06490042718493);45.06490042718493;7.642022828845991
AGENZIE AFFARI;;VIA CANDIA 14;No;1679;38;6;556;10154;;POINT (7.697472979193509 45.08932165824731);45.08932165824731;7.697472979193509
AGENZIE AFFARI;;VIA DEL CARMINE 20/A;No;171;05;1;0;10122;;POINT (7.673038101270869 45.07660707862914);45.07660707862914;7.673038101270869
AGENZIE AFFARI;;VIA CARMAGNOLA 20;No;1069;24;7;698;10152;;POINT (7.686916184098766 45.08538908121854);45.085389081218544;7.686916184098766
AGENZIE AFFARI;;PIAZZALE (C.R.I.) CROCE ROSSA ITALIANA 220;No;1754;40;6;587;10154;;POINT (7.710912458890137 45.08906244761523);45.08906244761523;7.710912458890137
TRATTENIMENTI;SAN PIETROBURGO;VIA FILIPPO BURZIO 9;No;161;05;1;17;10122;;POINT (7.67109469428232 45.07844182499229);45.07844182499229;7.67109469428232
AGENZIE VIAGGIO;NEW ENGLISH TRAVEL;VIA CAMOGLI 10;No;2182;56;1;82;10134;;POINT (7.66471967401771 45.04743015532425);45.04743015532425;7.66471967401771
TRATTENIMENTI;;VIA BOSTON 30;No;2164;55;2;117;10137;;POINT (7.643202067137492 45.03999016669894);45.03999016669894;7.643202067137492
AGENZIE AFFARI;;VIA BORGO DORA 22/B;No;470;12;7;0;10152;;POINT (7.683805180586989 45.07954679883355);45.07954679883355;7.683805180586989
AGENZIE AFFARI;;VIA BORGO DORA 22/B;No;470;12;7;0;10152;;POINT (7.683805180586989 45.07954679883355);45.07954679883355;7.683805180586989
TRATTENIMENTI;HIROSHIMA MON AMOUR;VIA CARLO BOSSOLI 83;No;3683;61;8;842;10135;;POINT (7.653118344582509 45.02802887608967);45.02802887608967;7.653118344582509
AGENZIE AFFARI;;VIA GIOVANNI BOCCACCIO 48;No;2494;71;7;711;10132;;POINT (7.724786380241169 45.06920465642254);45.06920465642254;7.724786380241169
AGENZIE AFFARI;;VIA BREGLIO 78/C;No;3362;43;5;0;10147;;POINT (7.678034766430921 45.09924755324455);45.099247553244545;7.678034766430921
TRATTENIMENTI;PUB MACGILLYCUDDY'S;VIA BLIGNY 0/C;No;188;05;1;0;10122;;POINT (7.675827659367621 45.07418562284729);45.07418562284729;7.675827659367621
AGENZIE AFFARI;GIUBILEO;CORSO BRAMANTE 56;No;2222;57;8;825;10126;;POINT (7.667858745743058 45.04331539602742);45.04331539602742;7.667858745743058
AGENZIE AFFARI;;CORSO FILIPPO BRUNELLESCHI 7 int. 17;No;2060;51;3;279;10141;;POINT (7.62529865551203 45.07317912439818);45.07317912439818;7.62529865551203
AGENZIE AFFARI;;VIA BOLOGNA 102;No;1582;36;6;535;10154;;POINT (7.699422877577324 45.08407718368881);45.08407718368881;7.699422877577324
AGENZIE AFFARI;;VIA BRISSOGNE 8/A;No;2403;63;3;0;10142;;POINT (7.620572794763259 45.06279715941722);45.06279715941722;7.620572794763259
AGENZIE VIAGGIO;FRARIN;VIA CARLO BOUCHERON 14;No;190;05;1;18;10122;;POINT (7.670208045604608 45.07538792923581);45.07538792923581;7.670208045604608
AGENZIE VIAGGIO;ROAD TO ITALY;VIA CARLO BOUCHERON 14;No;190;05;1;18;10122;;POINT (7.670208045604608 45.07538792923581);45.07538792923581;7.670208045604608
AGENZIE AFFARI;;VIA CARLO BOUCHERON 13;No;195;05;1;18;10122;;POINT (7.670748962404863 45.07508152992404);45.07508152992404;7.670748962404863
AGENZIE VIAGGIO;CISALPINA TOURS;CORSO BRIANZA 18/B;No;984;22;7;0;10153;;POINT (7.718605053153872 45.07339977217298);45.07339977217298;7.718605053153872
TRATTENIMENTI;Q77;CORSO BRESCIA 77;No;1005;23;7;685;10152;;POINT (7.695625472609283 45.08046716885686);45.080467168856856;7.695625472609283
AGENZIE AFFARI;;VIA SANDRO BOTTICELLI 26/D;No;3091;41;6;0;10154;;POINT (7.702895965967606 45.10147565473414);45.10147565473414;7.702895965967606
TRATTENIMENTI;BIG;CORSO BRESCIA 28;No;1102;24;7;706;10152;;POINT (7.690215160227627 45.08199295724555);45.08199295724555;7.690215160227627
AGENZIE AFFARI;;VIA BENE VAGIENNA 6;No;2130;53;2;101;10136;;POINT (7.645309645886615 45.0464768517575);45.0464768517575;7.6453096458866145
AGENZIE VIAGGIO;AL.TO TRAVELS DI D'ANTONIO ANTONELLA;VIA BENE VAGIENNA 11;No;2698;53;2;101;10136;;POINT (7.644668302424741 45.04654605057946);45.04654605057946;7.6446683024247415
AGENZIE AFFARI;;STRADA DA BERTOLLA ALL'ABBADIA DI STURA 101;No;2563;79;6;625;10156;;POINT (7.734465248493457 45.10780111497294);45.107801114972936;7.734465248493457
AGENZIE AFFARI;;VIA GIAN FRANCESCO BELLEZIA 8/G;No;24;01;1;0;10122;;POINT (7.680804555024644 45.07425115605242);45.07425115605242;7.680804555024644
AGENZIE AFFARI;LADY CARAVAN;STRADA BELLACOMBA 266/A;No;2538;76;6;0;10156;;POINT (7.660795511104187 45.12556850401484);45.125568504014836;7.660795511104187
AGENZIE AFFARI;;VIA EUSEBIO BAVA 1 bis;No;225;06;1;27;10124;;POINT (7.696756695510996 45.06518093002701);45.06518093002701;7.696756695510996
AGENZIE AFFARI;;STRADA BASSE DI DORA 27 bis/E;No;2028;50;4;0;10146;;POINT (7.623399089600239 45.07894475624145);45.07894475624145;7.623399089600239
AGENZIE VIAGGIO;MONDOQUADRO VIAGGI DI ANIELLO GIANFRANCO SNC;VIA BIBIANA 37/E;No;3334;42;5;0;10147;;POINT (7.677213266560934 45.09803986955393);45.09803986955393;7.677213266560934
AGENZIE AFFARI;;VIA MATTEO BARTOLI 18/C;No;2730;61;8;0;10135;;POINT (7.643400559518048 45.02219665532152);45.022196655321515;7.643400559518048
AGENZIE AFFARI;;VIA BIBIANA 45;No;1777;42;5;421;10147;;POINT (7.677666589834064 45.09855368516833);45.09855368516833;7.677666589834064
AGENZIE AFFARI;;VIA BIBIANA 68/D;No;1836;43;5;0;10147;;POINT (7.678385794675262 45.09958727845949);45.09958727845949;7.678385794675262
AGENZIE AFFARI;;VIA CLAUDIO LUIGI BERTHOLLET 22;No;343;09;8;728;10125;;POINT (7.68266295952835 45.05848236501645);45.058482365016445;7.68266295952835
AGENZIE VIAGGIO;BUONDI' VIAGGI;CORSO BELGIO 70/D;No;983;22;7;0;10153;;POINT (7.715373171541175 45.07318268751347);45.073182687513466;7.715373171541175
AGENZIE VIAGGIO;ROBANDA;CORSO BELGIO 26/D;No;976;22;7;0;10153;;POINT (7.707893236599745 45.0719120698981);45.0719120698981;7.707893236599745
AGENZIE AFFARI;;VIA BELFIORE 38;No;833;19;8;746;10125;;POINT (7.678734040345765 45.05514924387219);45.05514924387219;7.678734040345765
AGENZIE VIAGGIO;;VIA BELFIORE 41/A;No;848;19;8;0;10125;;POINT (7.678318459889549 45.05367078746237);45.053670787462366;7.678318459889549
AGENZIE AFFARI;;VIA BERGAMO 7/A;No;1086;24;7;0;10152;;POINT (7.693914079256415 45.08297918433447);45.08297918433447;7.693914079256415
AGENZIE AFFARI;;VIA BELFIORE 35;No;848;19;8;748;10125;;POINT (7.678469381713066 45.0540637383831);45.0540637383831;7.678469381713066
AGENZIE AFFARI;;VIA BALTIMORA 47 int. 7;No;2701;53;2;96;10137;;POINT (7.643281086701728 45.04311666407403);45.043116664074034;7.6432810867017285
AGENZIE AFFARI;;VIA BALME 37/A;No;1274;29;4;0;10143;;POINT (7.651065356624531 45.08081334033762);45.08081334033762;7.651065356624531
AGENZIE AFFARI;;VIA BALME 53;No;1273;29;4;364;10143;;POINT (7.648246920483177 45.08141844261072);45.08141844261072;7.648246920483177
AGENZIE AFFARI;;VIA UMBERTO BALESTRERI 18 int. 15;No;3828;68;6;609;10155;;POINT (7.700034178864608 45.11007605502532);45.11007605502532;7.700034178864608
AGENZIE VIAGGIO;RUTAS LATINAS TRAVEL;VIA BALANGERO 24;No;1951;47;4;381;10149;;POINT (7.657510851655345 45.09039698368513);45.09039698368513;7.657510851655345
AGENZIE AFFARI;;VIA ASIAGO 55;No;2396;63;3;312;10142;;POINT (7.611490731735501 45.06976806678323);45.06976806678323;7.6114907317355005
AGENZIE AFFARI;;VIA ASIAGO 26/D;No;3006;63;3;0;10142;;POINT (7.615348529880698 45.07014203946787);45.07014203946787;7.615348529880698
AGENZIE AFFARI;;VIA AOSTA 16;No;3250;24;7;704;10152;;POINT (7.690042419842662 45.08266732167186);45.082667321671856;7.690042419842662
AGENZIE AFFARI;;VIA GIUSEPPE BARBAROUX 46/A;No;38;01;1;0;10122;;POINT (7.676974277214776 45.07325937073853);45.073259370738526;7.676974277214776
AGENZIE VIAGGIO;ARSENAL;VIA ARSENALE 35 bis;No;137;04;1;16;10121;;POINT (7.677464343210569 45.06487027251835);45.06487027251835;7.677464343210569
AGENZIE VIAGGIO;SEVITO;VIA ARSENALE 36/B;No;136;04;1;0;10121;;POINT (7.677364941288662 45.0649653575968);45.0649653575968;7.677364941288662
AGENZIE AFFARI;;VIA ANDORNO 22;No;988;22;7;671;10153;;POINT (7.710936962835666 45.07080921186598);45.07080921186598;7.710936962835666
TRATTENIMENTI;BABYLON;VIA GIACINTO AVET 3/B;No;656;16;4;0;10144;;POINT (7.669067020615214 45.07858648860877);45.07858648860877;7.669067020615214
AGENZIE AFFARI;;VIA BALTIMORA 122;No;3830;59;2;149;10137;;POINT (7.636809190883641 45.04668399604963);45.04668399604963;7.636809190883641
TRATTENIMENTI;CAFFÈ ROSSINI;CORSO REGINA MARGHERITA 76;No;963;21;7;666;10153;;POINT (7.694703185906357 45.07329041391551);45.07329041391551;7.6947031859063575
AGENZIE VIAGGIO;CISALPINA VIAGGI;CORSO GIOVANNI AGNELLI 54/A;No;2163;55;2;0;10137;;POINT (7.646441566428951 45.04008745839715);45.040087458397146;7.646441566428951
AGENZIE VIAGGIO;VERANEO VIAGGI E TURISMO;CORSO REGINA MARGHERITA 96 bis;No;519;12;7;648;10153;;POINT (7.691473534702614 45.07436154232557);45.07436154232557;7.691473534702614
AGENZIE VIAGGIO;IL CANTUCCIO DEL VIAGGIATORE;CORSO GIOVANNI AGNELLI 14/A;No;2142;53;2;0;10137;;POINT (7.648380263923399 45.04279530949552);45.04279530949552;7.648380263923399
AGENZIE VIAGGIO;SANDY TOUR;CORSO ADRIATICO 16/A;No;3602;35;2;0;10129;;POINT (7.652701749345144 45.05236660007752);45.05236660007752;7.652701749345144
AGENZIE AFFARI;SECONDAMANINA;CORSO FRANCIA 349/A;No;2385;63;3;0;10142;;POINT (7.612656983945056 45.07405583565936);45.07405583565936;7.6126569839450555
AGENZIE AFFARI;;CORSO REGINA MARGHERITA 218;No;1143;25;4;348;10144;;POINT (7.667136560708275 45.08242125541473);45.08242125541473;7.667136560708275
AGENZIE VIAGGIO;ALBERTA VIAGGI;VIA ACCADEMIA ALBERTINA 21/A;No;249;07;1;0;10123;;POINT (7.686338571033239 45.06247910640386);45.06247910640386;7.686338571033239
AGENZIE VIAGGIO;LM TOUR;CORSO FRANCIA 85/B;No;1358;31;3;0;10138;;POINT (7.652906382041627 45.0757022926886);45.0757022926886;7.652906382041627
AGENZIE VIAGGIO;EDENTOURS;VIA ACCADEMIA ALBERTINA 3/A;No;84;03;1;0;10123;;POINT (7.690120493723021 45.06762300110204);45.06762300110204;7.690120493723021
AGENZIE AFFARI;;VIA ACCADEMIA ALBERTINA 3 bis;No;84;03;1;11;10123;;POINT (7.689899250854163 45.06730512540787);45.06730512540787;7.689899250854163
AGENZIE AFFARI;MASTER SERVICE;CORSO FRANCIA 360;No;3021;64;4;414;10146;;POINT (7.615269450393547 45.07457812627197);45.07457812627197;7.615269450393547
AGENZIE AFFARI;;CORSO REGINA MARGHERITA 288;No;1246;29;4;351;10143;;POINT (7.654665205631789 45.08654377836246);45.08654377836246;7.654665205631789
AGENZIE VIAGGIO;FALCINI VIAGGI;CORSO FRANCIA 2 ter;No;719;16;4;339;10143;;POINT (7.667501646580537 45.07673304592429);45.07673304592429;7.667501646580537
AGENZIE AFFARI;AUTOFRANCIA;CORSO FRANCIA 341;No;2385;63;3;315;10142;;POINT (7.613453067829092 45.07408846178767);45.07408846178767;7.613453067829092
AGENZIE AFFARI;;CORSO REGINA MARGHERITA 9;No;415;11;7;635;10124;;POINT (7.705397715867271 45.06926883633146);45.06926883633146;7.705397715867271
AGENZIE AFFARI;;CORSO REGINA MARGHERITA 15;No;415;11;7;635;10124;;POINT (7.704563813257449 45.06954554792088);45.06954554792088;7.704563813257449
AGENZIE AFFARI;CARS;VIA ALA DI STURA 13/A;No;3358;43;5;0;10147;;POINT (7.68460473643367 45.10296456569981);45.102964565699814;7.68460473643367
AGENZIE AFFARI;;VIA ALA DI STURA 71 int. 18;No;3547;67;5;534;10148;;POINT (7.683415670734861 45.10784320766565);45.10784320766565;7.683415670734861
AGENZIE VIAGGIO;CISALPINA TOURS VIVERE E VIAGGIARE;CORSO FRANCIA 92;No;1306;29;4;362;10143;;POINT (7.651772023249554 45.07606880653874);45.076068806538736;7.651772023249554
AGENZIE AFFARI;;CORSO REGINA MARGHERITA 198;No;1145;25;4;345;10144;;POINT (7.669984015590698 45.08147693347469);45.08147693347469;7.669984015590698
AGENZIE AFFARI;;CORSO FRANCIA 107;No;1355;31;3;204;10138;;POINT (7.649696937840795 45.07557054220703);45.07557054220703;7.649696937840795
AGENZIE VIAGGIO;SAXTON VIAGGI;CORSO FRANCIA 121/E;No;1365;31;3;0;10138;;POINT (7.647598227873581 45.07548490150795);45.07548490150795;7.647598227873581
AGENZIE VIAGGIO;VIAGGI TENTAZIONE;VIA AGOSTINO DA MONTEFELTRO 2;No;1234;28;1;76;10134;;POINT (7.669202661252044 45.0502590272823);45.0502590272823;7.669202661252044
AGENZIE AFFARI;;VIA AGOSTINO DA MONTEFELTRO 2;No;1234;28;1;76;10134;;POINT (7.669202661252044 45.0502590272823);45.0502590272823;7.669202661252044
TRATTENIMENTI;IL CAVALIERE;CORSO FRANCIA 131;No;1365;31;3;203;10138;;POINT (7.647267484423505 45.07547137803999);45.075471378039985;7.647267484423505
AGENZIE VIAGGIO;HUAREN;CORSO REGINA MARGHERITA 125/H;No;2;01;1;0;10122;;POINT (7.681095900125022 45.07731661026514);45.077316610265136;7.681095900125022
TRATTENIMENTI;IL COLORE BIANCO;CORSO FRANCIA 192;No;1350;30;4;380;10145;;POINT (7.637492783896274 45.07548801487175);45.07548801487175;7.637492783896274
AGENZIE VIAGGIO;AMARGANTA VIAGGI;CORSO REGINA MARGHERITA 108/A;No;516;12;7;0;10152;;POINT (7.688602996593081 45.07531024100943);45.07531024100943;7.688602996593081
AGENZIE AFFARI;SAN PIETRO;CORSO FRANCIA 203;No;1374;32;3;209;10139;;POINT (7.636761315606368 45.07504481804137);45.07504481804137;7.636761315606368
AGENZIE AFFARI;RINALDI;CORSO FRANCIA 262/A;No;2872;50;4;0;10146;;POINT (7.628782090016929 45.07513147382829);45.075131473828286;7.628782090016929
AGENZIE VIAGGIO;RUIDA VIAGGI E SERVIZI DI ZHOU FANG FANG;CORSO REGINA MARGHERITA 134;No;507;12;7;651;10152;;POINT (7.681769717437964 45.07757364842325);45.077573648423254;7.681769717437964
AGENZIE AFFARI;;CORSO FRANCIA 169;No;1377;32;3;211;10139;;POINT (7.640853947438296 45.07520948678568);45.07520948678568;7.640853947438296
AGENZIE AFFARI;L'OASI DELL'USATO;CORSO FRANCIA 444/E;No;3079;64;4;0;10146;;POINT (7.607731828327807 45.07426785918715);45.07426785918715;7.6077318283278075
AGENZIE AFFARI;;VIA MARCO POLO 4;No;1152;26;1;56;10129;;POINT (7.664809883587397 45.05792903534216);45.05792903534216;7.664809883587397
AGENZIE AFFARI;;VIA POMARO 22;No;2107;53;2;88;10136;;POINT (7.650325755821449 45.05155516280056);45.05155516280056;7.650325755821449
AGENZIE VIAGGIO;S. RITA;VIA POMARO 25/D;No;2109;53;2;0;10136;;POINT (7.650149809934934 45.05153306274258);45.05153306274258;7.650149809934934
AGENZIE AFFARI;;VIA CLEMENTE DAMIANO PRIOCCA 28;No;481;12;7;649;10152;;POINT (7.687569058080861 45.07907757052013);45.079077570520134;7.687569058080861
AGENZIE VIAGGIO;PROMOTOUR;PIAZZA PITAGORA 9;No;2723;60;2;159;10137;;POINT (7.634458292722922 45.03909362480231);45.039093624802305;7.634458292722922
AGENZIE AFFARI;;VIA PRINCIPE AMEDEO 38/D;No;231;06;1;0;10123;;POINT (7.691244884060971 45.06629008695599);45.06629008695599;7.691244884060971
AGENZIE AFFARI;;VIA MICHELE PONZA 4;No;303;08;1;36;10121;;POINT (7.674760735954807 45.0669694034809);45.0669694034809;7.674760735954807
AGENZIE VIAGGIO;;CORSO PRINCIPE ODDONE 10/C;No;168;05;1;0;10122;;POINT (7.669919558987109 45.07821240609263);45.07821240609263;7.669919558987109
AGENZIE VIAGGIO;;CORSO PRINCIPE ODDONE 10/C;No;168;05;1;0;10122;;POINT (7.669919558987109 45.07821240609263);45.07821240609263;7.669919558987109
TRATTENIMENTI;CAFFE' FIORIO;VIA PO 8;No;81;03;1;9;10123;;POINT (7.688037564568197 45.06939277798396);45.069392777983964;7.688037564568197
AGENZIE AFFARI;;VIA PORTA PALATINA 6;No;35;01;1;3;10122;;POINT (7.683022195397107 45.07268741307945);45.07268741307945;7.683022195397107
AGENZIE VIAGGIO;SKINTOUR;CORSO FRANCIA 308;No;2048;50;4;387;10146;;POINT (7.621951551385511 45.07484396826614);45.074843968266144;7.621951551385511
AGENZIE AFFARI;;CORSO FRANCIA 249 bis;No;2063;51;3;281;10139;;POINT (7.630640373108758 45.07479473120104);45.07479473120104;7.630640373108758
AGENZIE AFFARI;;CORSO FRANCIA 249 bis;No;2063;51;3;281;10139;;POINT (7.630640373108758 45.07479473120104);45.07479473120104;7.630640373108758
AGENZIE AFFARI;;CORSO FRANCIA 255;No;3416;51;3;280;10139;;POINT (7.629809950522199 45.07475913031283);45.07475913031283;7.6298099505221995
